list,inchikey,name,smiles,target_dielectric,predicted_dielectric,domain_flag,donor_count,is_champion,champion_short,rank,in_top20,n_repeats,fold_aggregation,delta_log10_vs_truth,abs_delta_log10_vs_truth,pilot_label
solvent,IBSQPLPBRSHTTG-UHFFFAOYSA-N,o-Chlorotoluene,Cc1ccccc1Cl,4.45,5.26280058909,inside_domain,0,false,,186,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0728569036503,0.0728569036503,stage_1_pilot_not_a_verdict
solvent,OSOUNOBYRMOXQQ-UHFFFAOYSA-N,m-Chlorotoluene,Cc1cccc(Cl)c1,5.55,5.47636872983,inside_domain,0,false,,183,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.00580030115889,0.00580030115889,stage_1_pilot_not_a_verdict
solvent,NPDACUSDTOMAMK-UHFFFAOYSA-N,p-Chlorotoluene,Cc1ccc(Cl)cc1,6.08,5.60427312038,inside_domain,0,false,,181,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0353842871012,0.0353842871012,stage_1_pilot_not_a_verdict
solvent,MMZYCBHLNZVROM-UHFFFAOYSA-N,o-Fluorotoluene,Cc1ccccc1F,4.22,6.15278148602,inside_domain,0,false,,162,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.163759040576,0.163759040576,stage_1_pilot_not_a_verdict
solvent,BTQZKHUEUDPRST-UHFFFAOYSA-N,m-Fluorotoluene,Cc1cccc(F)c1,5.42,5.99688508541,inside_domain,0,false,,170,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0439264402635,0.0439264402635,stage_1_pilot_not_a_verdict
solvent,WRWPPGUCZBJXKX-UHFFFAOYSA-N,p-Fluorotoluene,Cc1ccc(F)cc1,5.86,6.19420153146,inside_domain,0,false,,161,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0240877152221,0.0240877152221,stage_1_pilot_not_a_verdict
solvent,QQONPFPTGQHPMA-UHFFFAOYSA-N,Propene,C=CC,1.875,3.09171652034,inside_domain,0,false,,221,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.217198394523,0.217198394523,stage_1_pilot_not_a_verdict
solvent,PMJHHCWVYXUKFD-SNAWJCMRSA-N,"1,3-Pentadiene",C=C/C=C/C,2.32,2.68091941752,inside_domain,0,false,,229,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0627957753604,0.0627957753604,stage_1_pilot_not_a_verdict
solvent,RRHGJUQNOFWUDK-UHFFFAOYSA-N,"2-Methyl-1,3-butadiene (Isoprene)",C=CC(=C)C,2.1,2.91262381232,inside_domain,0,false,,225,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.142065101057,0.142065101057,stage_1_pilot_not_a_verdict
solvent,APPOKADJQUIAHP-UHFFFAOYSA-N,"2,4-Hexadiene",CC=CC=CC,2.22,3.71716001262,inside_domain,0,false,,215,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.223858282126,0.223858282126,stage_1_pilot_not_a_verdict
solvent,RCJMVGJKROQDCB-UHFFFAOYSA-N,"2-Methyl-1,3-pentadiene",C=C(C)C=CC,2.42,2.95983377895,inside_domain,0,false,,224,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0874519562573,0.0874519562573,stage_1_pilot_not_a_verdict
solvent,BOGRNZQRTNVZCZ-AATRIKPKSA-N,"3-Methyl-1,3-pentadiene",C=C/C(C)=C/C,2.43,2.79448940541,inside_domain,0,false,,226,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0606961938403,0.0606961938403,stage_1_pilot_not_a_verdict
solvent,KVNRLNFWIYMESJ-UHFFFAOYSA-N,butanenitrile,CCCC#N,22,30.5698899619,inside_domain,0,false,,8,true,10,mean_over_the_10_out_of_fold_repeat_predictions,0.142871194638,0.142871194638,stage_1_pilot_not_a_verdict
solvent,RFFFKMOABOFIDF-UHFFFAOYSA-N,pentanenitrile,CCCCC#N,21,16.5066212368,inside_domain,0,false,,60,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.104561108714,0.104561108714,stage_1_pilot_not_a_verdict
solvent,AILKHAQXUAOOFU-UHFFFAOYSA-N,hexanenitrile,CCCCCC#N,16.3,16.0733844557,inside_domain,0,false,,62,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.00608027178123,0.00608027178123,stage_1_pilot_not_a_verdict
solvent,YSIMAPNUZAVQER-UHFFFAOYSA-N,octanenitrile,CCCCCCCC#N,13,14.6012338579,inside_domain,0,false,,70,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.050446204506,0.050446204506,stage_1_pilot_not_a_verdict
solvent,HBZDPWBWBJMYRY-UHFFFAOYSA-N,decanenitrile,CCCCCCCCCC#N,10.6,12.444446469,inside_domain,0,false,,87,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0696697186188,0.0696697186188,stage_1_pilot_not_a_verdict
solvent,SZKKNEOUHLFYNA-UHFFFAOYSA-N,undecanenitrile,CCCCCCCCCCC#N,9.1,11.934574425,inside_domain,0,false,,92,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.11776554479,0.11776554479,stage_1_pilot_not_a_verdict
solvent,CJSBUWDGPXGFGA-UHFFFAOYSA-N,"4-methyl-1,3-pentadiene",C=CC=C(C)C,2.6,2.98874682243,inside_domain,0,false,,223,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0605157794206,0.0605157794206,stage_1_pilot_not_a_verdict
solvent,SDJHPPZKZZWAKF-UHFFFAOYSA-N,"2,3-dimethyl-1,3-butadiene",C=C(C)C(=C)C,2.1,3.37389209297,inside_domain,0,false,,219,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.205911893722,0.205911893722,stage_1_pilot_not_a_verdict
solvent,ZGEGCLOFRBLKSE-UHFFFAOYSA-N,1-heptene,C=CCCCCC,2.05,2.31374268282,inside_domain,0,false,,235,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0525611972573,0.0525611972573,stage_1_pilot_not_a_verdict
solvent,BWEKDYGHDCHWEN-UHFFFAOYSA-N,2-methyl-2-hexene,CCCC=C(C)C,2.96,4.59298811414,inside_domain,0,false,,198,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.190803610482,0.190803610482,stage_1_pilot_not_a_verdict
solvent,JBTWLSYIZRCDFO-UHFFFAOYSA-N,ethyl methyl carbonate,CCOC(=O)OC,2.96,5.61364076654,inside_domain,0,false,,180,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.277952906342,0.277952906342,stage_1_pilot_not_a_verdict
solvent,WNXJIVFYUVYPPR-UHFFFAOYSA-N,"1,3-dioxolane",C1COCO1,7.3,7.84109392244,inside_domain,0,false,,130,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.031053795847,0.031053795847,stage_1_pilot_not_a_verdict
solvent,WYURNTSHIVDZCO-UHFFFAOYSA-N,tetrahydrofuran,C1CCOC1,7.5,8.26122256711,inside_domain,0,false,,123,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0419830593356,0.0419830593356,stage_1_pilot_not_a_verdict
solvent,JWUJQDFVADABEY-UHFFFAOYSA-N,2-methyltetrahydrofuran,CC1CCCO1,6.2,6.74896376272,inside_domain,0,false,,151,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0368454067879,0.0368454067879,stage_1_pilot_not_a_verdict
solvent,GAEKPEKOJKCEMS-UHFFFAOYSA-N,gamma-valerolactone,CC1CCC(=O)O1,36.1,17.8578236298,inside_domain,0,false,,53,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.305678672502,0.305678672502,stage_1_pilot_not_a_verdict
solvent,CWIFAKBLLXGZIC-UHFFFAOYSA-N,"1,1,2,2-tetrafluoroethyl 2,2,2-trifluoroethyl ether",FC(F)C(F)(F)OCC(F)(F)F,3.2,3.96857813184,inside_domain,0,false,,211,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0934849566287,0.0934849566287,stage_1_pilot_not_a_verdict
solvent,HCBRSIIGBBDDCD-UHFFFAOYSA-N,"1,1,2,2-tetrafluoroethyl 2,2,3,3-tetrafluoropropyl ether",FC(F)C(F)(F)OCC(F)(F)C(F)F,2.8,4.12187166222,inside_domain,0,false,,207,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.167936434204,0.167936434204,stage_1_pilot_not_a_verdict
solvent,KGPPDNUWZNWPSI-UHFFFAOYSA-N,"bis(2,2,2-trifluoroethyl) ether",FC(F)(F)COCC(F)(F)F,2.5,8.17354680993,inside_domain,0,false,,126,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.514470545501,0.514470545501,stage_1_pilot_not_a_verdict
solvent,RJUFJBKOKNCXHH-UHFFFAOYSA-N,methyl propionate,CCC(=O)OC,6.2,7.92209727094,inside_domain,0,false,,129,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.106448481058,0.106448481058,stage_1_pilot_not_a_verdict
solvent,UUIQMZJEGPQKFD-UHFFFAOYSA-N,methyl butyrate,CCCC(=O)OC,5.48,7.33883639289,inside_domain,0,false,,141,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.126846647452,0.126846647452,stage_1_pilot_not_a_verdict
solvent,GOYDNIKZWGIXJT-UHFFFAOYSA-N,"1,2-difluorobenzene",Fc1ccccc1F,7.1,7.22420939578,inside_domain,0,false,,144,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.00753197691856,0.00753197691856,stage_1_pilot_not_a_verdict
solvent,DLRJIFUOBPOJNS-UHFFFAOYSA-N,ethoxybenzene,CCOc1ccccc1,4.2,4.25412562202,inside_domain,0,false,,203,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.00556101983876,0.00556101983876,stage_1_pilot_not_a_verdict
solvent,SECXISVLQFMRJM-UHFFFAOYSA-N,N-methylpyrrolidone,CN1CCCC1=O,32.2,20.3993559637,inside_domain,0,false,,36,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.19823941534,0.19823941534,stage_1_pilot_not_a_verdict
solvent,WSLDOOZREJYCGB-UHFFFAOYSA-N,"1,2-dichloroethane",ClCCCl,10.7,4.61652265021,inside_domain,0,false,,197,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.365068806989,0.365068806989,stage_1_pilot_not_a_verdict
solvent,ZNSMNVMLTJELDZ-UHFFFAOYSA-N,"2,2'-dichlorodiethyl ether",ClCCOCCCl,20.79,4.10972587232,inside_domain,0,false,,208,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.704041634878,0.704041634878,stage_1_pilot_not_a_verdict
solvent,KNKRKFALVUDBJE-UHFFFAOYSA-N,"1,2-dichloropropane",CC(Cl)CCl,9,7.33991446852,inside_domain,0,false,,139,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.088551510295,0.088551510295,stage_1_pilot_not_a_verdict
solvent,YHRUOJUYPBUZOS-UHFFFAOYSA-N,"1,3-dichloropropane",ClCCCCl,9.5,6.51374446533,inside_domain,0,false,,155,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.16389288813,0.16389288813,stage_1_pilot_not_a_verdict
solvent,KJDRSWPQXHESDQ-UHFFFAOYSA-N,"1,4-dichlorobutane",ClCCCCCl,9.65,7.4186260805,inside_domain,0,false,,137,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.114203831367,0.114203831367,stage_1_pilot_not_a_verdict
solvent,YMWUJEATGCHHMB-UHFFFAOYSA-N,dichloromethane,ClCCl,9.1,6.98068472652,inside_domain,0,false,,147,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.115143368213,0.115143368213,stage_1_pilot_not_a_verdict
solvent,RUOJZAUFBMNUDX-UHFFFAOYSA-N,propylene carbonate,CC1COC(=O)O1,64.9,17.0437692009,inside_domain,0,true,PC,58,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.580679052254,0.580679052254,stage_1_pilot_not_a_verdict
solvent,KMTRUDSVKNLOMY-UHFFFAOYSA-N,ethylene carbonate,O=C1OCCO1,90.5,23.0565094534,inside_domain,0,true,EC,24,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.593855019519,0.593855019519,stage_1_pilot_not_a_verdict
