pair_id,inchikey,T_K,T_alignment_rule,T_alignment_delta_K,epsilon_T_K_source,viscosity_T_K_source,epsilon,epsilon_unit,epsilon_dataset_id,epsilon_source_kind,epsilon_quality_layer,epsilon_source_file,epsilon_source_row_index,epsilon_source_doi,epsilon_row_id,epsilon_n_components,epsilon_pure_or_mixture,viscosity_Pa_s,viscosity_unit,viscosity_dataset_id,viscosity_source_kind,viscosity_quality_layer,viscosity_source_file,viscosity_source_row_index,viscosity_source_doi,viscosity_row_id,viscosity_n_components,viscosity_pure_or_mixture,walden_coupling_epsilon_times_eta,walden_ratio_eta_over_epsilon,pair_source_quadrant,pair_quality_layer,pair_redistributable,averaging_applied
KFZMGEQAYNKOFK-UHFFFAOYSA-N|298.15|epsilon_observations_v11plus:657|thermoml_viscosity:2546,KFZMGEQAYNKOFK-UHFFFAOYSA-N,298.15,abs_dT_le_1e-06_K,0,298.15,298.15,19.43,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,657,10.1021/je800593p,epsilon_observations_v11plus:657,1,pure,0.000509,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2546,10.1021/je800664z,thermoml_viscosity:2546,3,mixture,0.00988987,2.61966031909e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|298.15|epsilon_observations_v11plus:657|thermoml_viscosity:2547,KFZMGEQAYNKOFK-UHFFFAOYSA-N,298.15,abs_dT_le_1e-06_K,0,298.15,298.15,19.43,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,657,10.1021/je800593p,epsilon_observations_v11plus:657,1,pure,0.000531,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2547,10.1021/je800664z,thermoml_viscosity:2547,3,mixture,0.01031733,2.7328872877e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|298.15|epsilon_observations_v11plus:657|thermoml_viscosity:2548,KFZMGEQAYNKOFK-UHFFFAOYSA-N,298.15,abs_dT_le_1e-06_K,0,298.15,298.15,19.43,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,657,10.1021/je800593p,epsilon_observations_v11plus:657,1,pure,0.000567,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2548,10.1021/je800664z,thermoml_viscosity:2548,3,mixture,0.01101681,2.91816778178e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|298.15|epsilon_observations_v11plus:657|thermoml_viscosity:2549,KFZMGEQAYNKOFK-UHFFFAOYSA-N,298.15,abs_dT_le_1e-06_K,0,298.15,298.15,19.43,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,657,10.1021/je800593p,epsilon_observations_v11plus:657,1,pure,0.000617,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2549,10.1021/je800664z,thermoml_viscosity:2549,3,mixture,0.01198831,3.17550180134e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|298.15|epsilon_observations_v11plus:657|thermoml_viscosity:2550,KFZMGEQAYNKOFK-UHFFFAOYSA-N,298.15,abs_dT_le_1e-06_K,0,298.15,298.15,19.43,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,657,10.1021/je800593p,epsilon_observations_v11plus:657,1,pure,0.000527,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2550,10.1021/je800664z,thermoml_viscosity:2550,3,mixture,0.01023961,2.71230056613e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|298.15|epsilon_observations_v11plus:657|thermoml_viscosity:2551,KFZMGEQAYNKOFK-UHFFFAOYSA-N,298.15,abs_dT_le_1e-06_K,0,298.15,298.15,19.43,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,657,10.1021/je800593p,epsilon_observations_v11plus:657,1,pure,0.000549,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2551,10.1021/je800664z,thermoml_viscosity:2551,3,mixture,0.01066707,2.82552753474e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|298.15|epsilon_observations_v11plus:657|thermoml_viscosity:2552,KFZMGEQAYNKOFK-UHFFFAOYSA-N,298.15,abs_dT_le_1e-06_K,0,298.15,298.15,19.43,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,657,10.1021/je800593p,epsilon_observations_v11plus:657,1,pure,0.000588,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2552,10.1021/je800664z,thermoml_viscosity:2552,3,mixture,0.01142484,3.02624806999e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|298.15|epsilon_observations_v11plus:657|thermoml_viscosity:2553,KFZMGEQAYNKOFK-UHFFFAOYSA-N,298.15,abs_dT_le_1e-06_K,0,298.15,298.15,19.43,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,657,10.1021/je800593p,epsilon_observations_v11plus:657,1,pure,0.000547,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2553,10.1021/je800664z,thermoml_viscosity:2553,3,mixture,0.01062821,2.81523417396e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|298.15|epsilon_observations_v11plus:657|thermoml_viscosity:2554,KFZMGEQAYNKOFK-UHFFFAOYSA-N,298.15,abs_dT_le_1e-06_K,0,298.15,298.15,19.43,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,657,10.1021/je800593p,epsilon_observations_v11plus:657,1,pure,0.000574,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2554,10.1021/je800664z,thermoml_viscosity:2554,3,mixture,0.01115282,2.95419454452e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|298.15|epsilon_observations_v11plus:657|thermoml_viscosity:2555,KFZMGEQAYNKOFK-UHFFFAOYSA-N,298.15,abs_dT_le_1e-06_K,0,298.15,298.15,19.43,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,657,10.1021/je800593p,epsilon_observations_v11plus:657,1,pure,0.000573,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2555,10.1021/je800664z,thermoml_viscosity:2555,3,mixture,0.01113339,2.94904786413e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|303.15|epsilon_observations_v11plus:660|schrodinger_viscosity_v01_open_subset:3498,KFZMGEQAYNKOFK-UHFFFAOYSA-N,303.15,abs_dT_le_1e-06_K,0,303.15,303.15,18.59,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,660,10.1021/je800593p,epsilon_observations_v11plus:660,1,pure,0.00181,Pa*s,schrodinger_viscosity_v01_open_subset,published_supplement_open_subset,publishable_core,data/viscosity_v01.csv,3498,10.1186/s13321-024-00820-5,schrodinger_viscosity_v01_open_subset:3498,1,pure,0.0336479,9.73641742873e-05,epsilon_observations_v11plus x schrodinger_viscosity_v01_open_subset,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2372,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.001541,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2372,10.1021/je800664z,thermoml_viscosity:2372,1,pure,0.02741439,8.66216975829e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2418,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.001541,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2418,10.1021/je800664z,thermoml_viscosity:2418,2,mixture,0.02741439,8.66216975829e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2419,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.001299,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2419,10.1021/je800664z,thermoml_viscosity:2419,2,mixture,0.02310921,7.3018549747e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2420,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.001126,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2420,10.1021/je800664z,thermoml_viscosity:2420,2,mixture,0.02003154,6.3293985385e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2421,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.000999,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2421,10.1021/je800664z,thermoml_viscosity:2421,2,mixture,0.01777221,5.6155143339e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2422,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.000895,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2422,10.1021/je800664z,thermoml_viscosity:2422,2,mixture,0.01592205,5.03091624508e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2423,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.000817,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2423,10.1021/je800664z,thermoml_viscosity:2423,2,mixture,0.01453443,4.59246767847e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2424,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.000756,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2424,10.1021/je800664z,thermoml_viscosity:2424,2,mixture,0.01344924,4.24957841484e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2425,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.000706,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2425,10.1021/je800664z,thermoml_viscosity:2425,2,mixture,0.01255974,3.96852164137e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2426,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.000667,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2426,10.1021/je800664z,thermoml_viscosity:2426,2,mixture,0.01186593,3.74929735807e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2427,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.000637,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2427,10.1021/je800664z,thermoml_viscosity:2427,2,mixture,0.01133223,3.58066329399e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2428,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.000609,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2428,10.1021/je800664z,thermoml_viscosity:2428,2,mixture,0.01083411,3.42327150084e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2429,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.000586,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2429,10.1021/je800664z,thermoml_viscosity:2429,2,mixture,0.01042494,3.29398538505e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2430,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.000568,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2430,10.1021/je800664z,thermoml_viscosity:2430,2,mixture,0.01010472,3.1928049466e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2431,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.000555,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2431,10.1021/je800664z,thermoml_viscosity:2431,2,mixture,0.00987345,3.1197301855e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2432,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.000542,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2432,10.1021/je800664z,thermoml_viscosity:2432,2,mixture,0.00964218,3.0466554244e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2433,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.000531,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2433,10.1021/je800664z,thermoml_viscosity:2433,2,mixture,0.00944649,2.98482293423e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2434,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.000525,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2434,10.1021/je800664z,thermoml_viscosity:2434,2,mixture,0.00933975,2.95109612142e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2435,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.00052,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2435,10.1021/je800664z,thermoml_viscosity:2435,2,mixture,0.0092508,2.92299044407e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2436,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.000519,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2436,10.1021/je800664z,thermoml_viscosity:2436,2,mixture,0.00923301,2.9173693086e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2437,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.000523,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2437,10.1021/je800664z,thermoml_viscosity:2437,2,mixture,0.00930417,2.93985385048e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
KFZMGEQAYNKOFK-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:661|thermoml_viscosity:2438,KFZMGEQAYNKOFK-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,17.79,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,661,10.1021/je800593p,epsilon_observations_v11plus:661,1,pure,0.000535,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2438,10.1021/je800664z,thermoml_viscosity:2438,2,mixture,0.00951765,3.00730747611e-05,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
LAIUFBWHERIJIH-UHFFFAOYSA-N|293.15|epsilon_observations_v11plus:1752|thermoml_viscosity:1139,LAIUFBWHERIJIH-UHFFFAOYSA-N,293.15,abs_dT_le_1e-06_K,0,293.15,293.15,1.95,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,1752,10.1016/j.jct.2014.09.015,epsilon_observations_v11plus:1752,1,pure,0.000512,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,1139,10.1016/j.jct.2014.09.015,thermoml_viscosity:1139,1,pure,0.0009984,0.000262564102564,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
LAIUFBWHERIJIH-UHFFFAOYSA-N|293.15|epsilon_observations_v11plus:1752|thermoml_viscosity:1204,LAIUFBWHERIJIH-UHFFFAOYSA-N,293.15,abs_dT_le_1e-06_K,0,293.15,293.15,1.95,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,1752,10.1016/j.jct.2014.09.015,epsilon_observations_v11plus:1752,1,pure,0.000512,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,1204,10.1016/j.jct.2014.09.015,thermoml_viscosity:1204,2,mixture,0.0009984,0.000262564102564,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
LAIUFBWHERIJIH-UHFFFAOYSA-N|293.15|epsilon_observations_v11plus:1752|thermoml_viscosity:1205,LAIUFBWHERIJIH-UHFFFAOYSA-N,293.15,abs_dT_le_1e-06_K,0,293.15,293.15,1.95,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,1752,10.1016/j.jct.2014.09.015,epsilon_observations_v11plus:1752,1,pure,0.000577,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,1205,10.1016/j.jct.2014.09.015,thermoml_viscosity:1205,2,mixture,0.00112515,0.000295897435897,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
LAIUFBWHERIJIH-UHFFFAOYSA-N|293.15|epsilon_observations_v11plus:1752|thermoml_viscosity:1206,LAIUFBWHERIJIH-UHFFFAOYSA-N,293.15,abs_dT_le_1e-06_K,0,293.15,293.15,1.95,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,1752,10.1016/j.jct.2014.09.015,epsilon_observations_v11plus:1752,1,pure,0.000657,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,1206,10.1016/j.jct.2014.09.015,thermoml_viscosity:1206,2,mixture,0.00128115,0.000336923076923,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
LAIUFBWHERIJIH-UHFFFAOYSA-N|293.15|epsilon_observations_v11plus:1752|thermoml_viscosity:1207,LAIUFBWHERIJIH-UHFFFAOYSA-N,293.15,abs_dT_le_1e-06_K,0,293.15,293.15,1.95,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,1752,10.1016/j.jct.2014.09.015,epsilon_observations_v11plus:1752,1,pure,0.000755,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,1207,10.1016/j.jct.2014.09.015,thermoml_viscosity:1207,2,mixture,0.00147225,0.000387179487179,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
