inchikey,name,smiles,T_K,epsilon,epsilon_unit,uncertainty_expanded,uncertainty_standard,uncertainty_kind,confidence_level,phase,method,property_family,property_name,frequency_mhz,pressure_kpa,source_doi,source_file,source_file_sha256,source_row_index,dataset_number,component_count,in_roster,model_ready,temperature_band,roster_T_K,roster_dielectric,duplicate_observation_count,distinct_values_at_temperature,multiple_values_at_temperature
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,313.3,5.3,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,18000,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6712,3,1,true,true,extended_temperature,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,313.3,5.33,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,20400,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6713,3,1,true,true,extended_temperature,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,313.3,5.35,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,22000,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6714,3,1,true,true,extended_temperature,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,313.3,5.39,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,24300,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6715,3,1,true,true,extended_temperature,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,313.3,5.41,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,26100,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6716,3,1,true,true,extended_temperature,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,313.3,5.44,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,28200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6717,3,1,true,true,extended_temperature,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,313.3,5.46,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,29600,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6718,3,1,true,true,extended_temperature,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,323,4.72,,0.04,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,1300,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6719,3,1,true,true,extended_temperature,298.15,5.02,1,17,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,323,4.74,,0.04,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,2200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6720,3,1,true,true,extended_temperature,298.15,5.02,1,17,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,323,4.8,,0.04,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,4200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6721,3,1,true,true,extended_temperature,298.15,5.02,1,17,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,323,4.85,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,6200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6722,3,1,true,true,extended_temperature,298.15,5.02,1,17,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,323,4.89,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,8200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6723,3,1,true,true,extended_temperature,298.15,5.02,1,17,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,323,4.93,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,10400,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6724,3,1,true,true,extended_temperature,298.15,5.02,1,17,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,323,4.97,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,12400,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6725,3,1,true,true,extended_temperature,298.15,5.02,1,17,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,323,5.01,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,14200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6726,3,1,true,true,extended_temperature,298.15,5.02,1,17,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,323,5.04,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,16400,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6727,3,1,true,true,extended_temperature,298.15,5.02,1,17,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,323,5.07,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,18300,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6728,3,1,true,true,extended_temperature,298.15,5.02,1,17,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,323,5.1,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,19800,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6729,3,1,true,true,extended_temperature,298.15,5.02,1,17,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,323,5.13,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,22000,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6730,3,1,true,true,extended_temperature,298.15,5.02,1,17,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,323,5.17,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,24000,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6731,3,1,true,true,extended_temperature,298.15,5.02,1,17,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,323,5.2,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,26300,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6732,3,1,true,true,extended_temperature,298.15,5.02,1,17,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,323,5.23,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,27900,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6733,3,1,true,true,extended_temperature,298.15,5.02,1,17,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,323,5.25,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,29400,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6734,3,1,true,true,extended_temperature,298.15,5.02,1,17,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,323,5.27,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,31200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6735,3,1,true,true,extended_temperature,298.15,5.02,1,17,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,333.4,4.46,,0.04,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,2200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6736,3,1,true,true,outside_declared_window,298.15,5.02,1,14,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,333.4,4.52,,0.04,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,4300,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6737,3,1,true,true,outside_declared_window,298.15,5.02,1,14,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,333.4,4.58,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,6400,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6738,3,1,true,true,outside_declared_window,298.15,5.02,1,14,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,333.4,4.62,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,8300,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6739,3,1,true,true,outside_declared_window,298.15,5.02,1,14,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,333.4,4.67,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,10200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6740,3,1,true,true,outside_declared_window,298.15,5.02,1,14,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,333.4,4.71,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,12200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6741,3,1,true,true,outside_declared_window,298.15,5.02,1,14,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,333.4,4.74,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,14000,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6742,3,1,true,true,outside_declared_window,298.15,5.02,1,14,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,333.4,4.78,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,15800,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6743,3,1,true,true,outside_declared_window,298.15,5.02,1,14,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,333.4,4.81,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,17200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6744,3,1,true,true,outside_declared_window,298.15,5.02,1,14,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,333.4,4.89,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,22000,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6745,3,1,true,true,outside_declared_window,298.15,5.02,1,14,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,333.4,4.92,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,23800,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6746,3,1,true,true,outside_declared_window,298.15,5.02,1,14,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,333.4,4.95,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,25800,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6747,3,1,true,true,outside_declared_window,298.15,5.02,1,14,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,333.4,4.97,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,27600,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6748,3,1,true,true,outside_declared_window,298.15,5.02,1,14,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,333.4,4.99,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,29400,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6749,3,1,true,true,outside_declared_window,298.15,5.02,1,14,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,343.2,4.21,,0.04,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,2600,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6750,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,343.2,4.25,,0.04,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,4000,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6751,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,343.2,4.32,,0.04,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,6000,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6752,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,343.2,4.38,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,8200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6753,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,343.2,4.43,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,10200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6754,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,343.2,4.48,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,12200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6755,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,343.2,4.52,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,14400,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6756,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,343.2,4.56,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,16300,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6757,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,343.2,4.59,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,18000,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6758,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,343.2,4.64,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,20200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6759,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,343.2,4.67,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,21900,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6760,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,343.2,4.69,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,23400,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6761,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,343.2,4.76,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,27700,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6762,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,343.2,4.8,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,30400,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6763,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,343.2,4.84,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,33200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6764,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,353.1,3.92,,0.04,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,2200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6765,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,353.1,3.98,,0.04,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,4000,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6766,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,353.1,4.07,,0.04,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,6400,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6767,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,353.1,4.13,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,8200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6768,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,353.1,4.19,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,10200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6769,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,353.1,4.24,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,12200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6770,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,353.1,4.29,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,14200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6771,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,353.1,4.33,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,16100,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6772,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,353.1,4.38,,0.03,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,18200,10.1021/je060283w,data/raw/thermoml/10.1021__je060283w-00fe51efffa4.xml,c67752268fca691b9e0f72ec3839f6c9ccf921846bf6ddf2dc1b1e37c91dcf3d,6773,3,1,true,true,outside_declared_window,298.15,5.02,1,15,true
