representation,repeat,fold,inchikey,name,T_K,hbd,hbond_donor_count,target,prediction,onsager_epsilon,applicability_domain
Morgan+Physical,4,4,BKIMMITUMNQMOS-UHFFFAOYSA-N,nonane,298.15,0,0,1.98,3.67895126343,1.10532080108,inside_domain
Morgan+Physical,4,4,CBTVGIZVANVGBH-UHFFFAOYSA-N,2-amino-2-methylpropan-1-ol,303.15,2,2,20.59,38.6251831055,3.826071455,outside_associated_liquid
Morgan+Physical,4,4,CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,298.15,0,0,12.92,13.9504261017,15.0978362101,inside_domain
Morgan+Physical,4,4,CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,298.15,0,0,5.31,7.70207071304,8.81943541722,inside_domain
Morgan+Physical,4,4,DKGAVHZHDRPRBM-UHFFFAOYSA-N,2-methylpropan-2-ol,298.15,1,1,12.49,11.7289905548,6.90436439321,outside_associated_liquid
Morgan+Physical,4,4,DNIAPMSPPWPWGF-UHFFFAOYSA-N,"1,2-propanediol",303.15,2,2,27.87,28.0804405212,15.9608369814,outside_associated_liquid
Morgan+Physical,4,4,HPXRVTGHNJAIIH-UHFFFAOYSA-N,cyclohexanol,298.15,1,1,15.71,11.0962429047,6.99300079031,outside_associated_liquid
Morgan+Physical,4,4,HQWOEDCLDNFWEV-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium diethyl phosphate,298.15,0,0,16.9,17.4159488678,96.6466343683,inside_domain
Morgan+Physical,4,4,HZAXFHJVJLSVMW-UHFFFAOYSA-N,2-aminoethan-1-ol,303.15,2,2,31.46,42.9732551575,25.2714322229,outside_associated_liquid
Morgan+Physical,4,4,JYPJLAPMBJKRDG-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium butylsulfonate,298.15,0,0,30,18.9963226318,153.401832604,inside_domain
Morgan+Physical,4,4,KFZMGEQAYNKOFK-UHFFFAOYSA-N,propan-2-ol,299.15,1,1,18.845,15.324924469,10.0046688096,outside_associated_liquid
Morgan+Physical,4,4,KLTUZFZUYLXTFF-UHFFFAOYSA-N,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,298.15,1,1,23.3,21.5743713379,82.1073071673,outside_associated_liquid
Morgan+Physical,4,4,LSBXQLQATZTAPE-UHFFFAOYSA-N,1-butyl-3-methylimidazolium tetrafluoroborate,298.15,0,0,13.9,12.526884079,142.089757341,inside_domain
Morgan+Physical,4,4,LZJIBRSVPKKOSI-UHFFFAOYSA-O,ethanolammonium nitrate,298.15,2,2,60.9,44.4991149902,20.8289438764,outside_associated_liquid
Morgan+Physical,4,4,PEDCQBHIVMGVHV-UHFFFAOYSA-N,glycerol,303.15,3,3,41.17,28.250087738,13.4501001088,outside_associated_liquid
Morgan+Physical,4,4,UEEJHVSXFDXPFK-UHFFFAOYSA-N,"2-(N,N-dimethylamino)ethanol",303.15,1,1,17.18,36.2997245789,2.86613042866,outside_associated_liquid
Morgan+Physical,4,4,XDJYSDBSJWNTQT-UHFFFAOYSA-N,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",298.15,0,0,12.8,20.4207859039,44.2192801694,inside_domain
Morgan+Physical,4,4,YFNKIDBQEZZDLK-UHFFFAOYSA-N,"2,5,8,11-tetraoxadodecane",298.15,0,0,7.604,8.6215133667,11.1446264552,inside_domain
Morgan+Physical,4,4,IYXGSMUGOJNHAZ-UHFFFAOYSA-N,Diethyl malonate,298.15,0,0,8.03,12.6436243057,9.74006290335,inside_domain
Morgan+Physical,4,4,SWXVUIWOUIDPGS-UHFFFAOYSA-N,4-Hydroxy-4-methyl-2-pentanone (Diacetone alcohol),298.15,1,1,18.2,18.5182800293,16.6441767483,outside_associated_liquid
Morgan+Physical,4,4,RTZKZFJDLAIYFH-UHFFFAOYSA-N,Ethyl ether,293.15,0,0,4.335,4.40620517731,4.44489704395,inside_domain
Morgan+Physical,4,4,FDPIMTJIUBPUKL-UHFFFAOYSA-N,3-Pentanone,293.15,0,0,17,12.5222263336,20.6156153797,inside_domain
Morgan+Physical,4,4,JFDZBHWFFUWGJE-UHFFFAOYSA-N,Benzonitrile,298.15,0,0,25.2,24.894241333,29.6694423151,inside_domain
Morgan+Physical,4,4,HEBKCHPVOIAQTA-NGQZWQHPSA-N,Xylitol,293.15,5,5,40,30.0547904968,16.2882582546,outside_associated_liquid
Morgan+Physical,4,4,YPFDHNVEDLHUCE-UHFFFAOYSA-N,"1,3-Propanediol",293.15,2,2,35,25.5911693573,1.44673551362,outside_associated_liquid
Morgan+Physical,4,4,ISPYQTSUDJAMAB-UHFFFAOYSA-N,o-Chlorophenol,298.15,1,1,6.31,12.5734863281,2.71741653544,outside_associated_liquid
Morgan+Physical,4,4,SVTBMSDMJJWYQN-UHFFFAOYSA-N,"2-Methyl-2,4-pentanediol",303.15,2,2,24.4,18.7806129456,19.5363125491,outside_associated_liquid
Morgan+Physical,4,4,WEVYAHXRMPXWCK-UHFFFAOYSA-N,Acetonitrile,293.15,0,0,37.5,35.8226547241,53.5642531651,inside_domain
Morgan+Physical,4,4,UJBOOUHRTQVGRU-UHFFFAOYSA-N,3-Methylcyclohexanone,293.15,0,0,12.4,15.0830802917,17.8915575672,inside_domain
Morgan+Physical,4,4,LCZUOKDVTBMCMX-UHFFFAOYSA-N,"2,5-Dimethylpyrazine",293.15,0,0,2.436,7.2023601532,1.11662360242,inside_domain
Morgan+Physical,4,4,MHNNAWXXUZQSNM-UHFFFAOYSA-N,2-Methyl-1-butene,293.15,0,0,2.197,4.43988895416,1.69384086029,inside_domain
Morgan+Physical,4,4,GETTZEONDQJALK-UHFFFAOYSA-N,"alpha,alpha,alpha-Trifluorotoluene",303.15,0,0,9.18,8.73324680328,23.2671758909,inside_domain
Morgan+Physical,4,4,ROSDSFDQCJNGOL-UHFFFAOYSA-N,Dimethylamine,298.15,1,1,5.26,8.9297542572,4.58015414622,outside_associated_liquid
Morgan+Physical,4,4,OEPRBXUJOQLYID-UHFFFAOYSA-N,1-Fluoropentane,293.15,0,0,4.24,7.12484312057,9.3663047404,inside_domain
Morgan+Physical,4,4,HLLCNVLEVVFTJB-UHFFFAOYSA-N,2-Fluoro-2-methylbutane,293.15,0,0,5.89,5.93182659149,9.61421135256,inside_domain
Morgan+Physical,4,4,IBSQPLPBRSHTTG-UHFFFAOYSA-N,o-Chlorotoluene,293.15,0,0,4.45,6.39575338364,4.30209983232,inside_domain
Morgan+Physical,4,4,OSOUNOBYRMOXQQ-UHFFFAOYSA-N,m-Chlorotoluene,293.15,0,0,5.55,5.68899345398,8.19037794732,inside_domain
Morgan+Physical,4,4,NPDACUSDTOMAMK-UHFFFAOYSA-N,p-Chlorotoluene,293.15,0,0,6.08,5.83690166473,9.81647562753,inside_domain
Morgan,5,0,AMQJEAYHLZJPGS-UHFFFAOYSA-N,pentan-1-ol,298.15,1,1,15.736,16.5822105408,5.16365543529,outside_associated_liquid
Morgan,5,0,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,298.15,0,0,7.021,14.1873445511,7.29190026496,inside_domain
Morgan,5,0,BDERNNFJNOPAEC-UHFFFAOYSA-N,propan-1-ol,298.15,1,1,21.3,16.5822105408,10.28867817,outside_associated_liquid
Morgan,5,0,BKIMMITUMNQMOS-UHFFFAOYSA-N,nonane,298.15,0,0,1.98,5.14217662811,1.10532080108,inside_domain
Morgan,5,0,BTNXBLUGMAMSSH-UHFFFAOYSA-N,octanedinitrile,298.15,0,0,25.94,26.5436420441,22.1540981947,inside_domain
Morgan,5,0,KLTUZFZUYLXTFF-UHFFFAOYSA-N,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,298.15,1,1,23.3,20.383398056,82.1073071673,outside_associated_liquid
Morgan,5,0,LLEVMYXEJUDBTA-UHFFFAOYSA-N,heptanedinitrile,298.15,0,0,29.71,26.5436420441,22.0308625381,inside_domain
Morgan,5,0,LSBXQLQATZTAPE-UHFFFAOYSA-N,1-butyl-3-methylimidazolium tetrafluoroborate,298.15,0,0,13.9,6.64466094971,142.089757341,inside_domain
Morgan,5,0,MCTWTZJPVLRJOU-UHFFFAOYSA-N,1-methylimidazole,298,0,0,39.78,8.74918556213,38.1478273189,inside_domain
Morgan,5,0,MWKFXSUHUHTGQN-UHFFFAOYSA-N,decan-1-ol,298.15,1,1,7.74,15.5995101929,3.3156322585,outside_associated_liquid
Morgan,5,0,QTBSBXVTEAMEQO-UHFFFAOYSA-N,acetic acid,293.15,1,1,6.15,23.9288902283,12.6069173441,outside_associated_liquid
Morgan,5,0,SHQSVMDWKBRBGB-UHFFFAOYSA-N,cyclobutanone,298.15,0,0,14.96,18.5403060913,24.058855292,inside_domain
Morgan,5,0,TVMXDCGIABBOFY-UHFFFAOYSA-N,octane,298.15,0,0,1.961,5.14217662811,1.1076211483,inside_domain
Morgan,5,0,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,297.575,0,1,78.87,13.7539463043,40.4474006258,outside_associated_liquid
Morgan,5,0,XQQZRZQVBFHBHL-UHFFFAOYSA-N,"1,4,7,10-tetraoxacyclododecane",299.4,0,0,10.76,9.10029029846,11.613237056,inside_domain
Morgan,5,0,YEYKMVJDLWJFOA-UHFFFAOYSA-N,2-propoxyethanol,298.15,1,1,11.5,15.6907310486,11.5122504605,outside_associated_liquid
Morgan,5,0,YFMFNYKEUDLDTL-UHFFFAOYSA-N,"1,1,1,2,3,3,3-heptafluoropropane",302.85,0,0,4.1348,9.11810874939,7.17247104625,inside_domain
Morgan,5,0,ZBCBWPMODOFKDW-UHFFFAOYSA-N,diethanolamine,303.15,3,3,24.69,26.1948318481,10.034846241,outside_associated_liquid
Morgan,5,0,HXDLWJWIAHWIKI-UHFFFAOYSA-N,beta-Hydroxyethyl acetate (Glycol monoacetate),303.15,1,1,13,32.5129890442,9.74097362491,outside_associated_liquid
Morgan,5,0,IYXGSMUGOJNHAZ-UHFFFAOYSA-N,Diethyl malonate,298.15,0,0,8.03,15.1731615067,9.74006290335,inside_domain
Morgan,5,0,XEKOWRVHYACXOJ-UHFFFAOYSA-N,Ethyl acetate,298.15,0,0,6.02,10.4749965668,9.7831231174,inside_domain
Morgan,5,0,DIQMPQMYFZXDAX-UHFFFAOYSA-N,Amyl formate,298.15,0,0,6.49,10.1840381622,8.4969957051,inside_domain
Morgan,5,0,CSCPPACGZOOCGX-UHFFFAOYSA-N,Acetone,298.15,0,0,20.7,18.8854694366,29.9937881156,inside_domain
Morgan,5,0,NTIZESTWPVYFNL-UHFFFAOYSA-N,4-Methyl-2-pentanone,293.15,0,0,13.11,17.9027576447,14.6513704727,inside_domain
Morgan,5,0,JFDZBHWFFUWGJE-UHFFFAOYSA-N,Benzonitrile,298.15,0,0,25.2,25.3350925446,29.6694423151,inside_domain
Morgan,5,0,NVJBFARDFTXOTO-UHFFFAOYSA-N,Ethyl sulfite,293.15,0,0,15.9,21.3909358978,15.9704051889,inside_domain
Morgan,5,0,DHKHKXVYLBGOIT-UHFFFAOYSA-N,"1,1-Diethoxyethane",298.15,0,0,3.8,5.82982444763,6.97488629158,inside_domain
Morgan,5,0,MSXVEPNJUHWQHW-UHFFFAOYSA-N,2-Methyl-2-butanol,298.15,1,1,5.82,9.39797687531,5.55405564062,outside_associated_liquid
Morgan,5,0,QGJOPFRUJISHPQ-UHFFFAOYSA-N,Carbon disulfide,293.15,0,0,2.641,19.6171417236,1.14604082971,inside_domain
Morgan,5,0,NEZRFXZYPAIZAD-UHFFFAOYSA-N,Ethylcyclobutane,293.15,0,0,1.965,7.01390647888,1.12524438408,inside_domain
Morgan,5,0,ZQDPJFUHLCOCRG-WAYWQWQTSA-N,cis-3-Hexene,298.15,0,0,2.062,6.94757175446,1.19258064684,inside_domain
Morgan,5,0,UQEAIHBTYFGYIE-UHFFFAOYSA-N,Hexamethyldisiloxane,293.15,0,0,2.17,6.66999149323,1.21737241547,inside_domain
Morgan,5,0,KFUSEUYYWQURPO-UPHRSURJSA-N,"cis-1,2-Dichloroethylene",298.15,0,0,9.2,4.85332679749,9.01512393578,inside_domain
Morgan,5,0,PIICEJLVQHRZGT-UHFFFAOYSA-N,"1,2-Ethanediamine",293.15,2,2,14.2,9.74084281921,1.53256228944,outside_associated_liquid
Morgan,5,0,QBELEDRHMPMKHP-UHFFFAOYSA-N,1-Bromo-2-chlorobenzene,293.15,0,0,6.8,6.62472629547,24.1815742763,inside_domain
Morgan,5,0,RFFLAFLAYFXFSW-UHFFFAOYSA-N,o-Dichlorobenzene,298.15,0,0,9.93,3.3647749424,10.2507478883,inside_domain
Morgan,5,0,ZPQOPVIELGIULI-UHFFFAOYSA-N,m-Dichlorobenzene,298.15,0,0,5.04,3.3647749424,4.80631156245,inside_domain
Morgan,5,0,YLQBMQCUIZJEEH-UHFFFAOYSA-N,Furan,298.15,0,0,2.95,8.76453590393,1.38878820797,inside_domain
Morgan,5,0,PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fluorobenzene,298.15,0,0,5.42,8.30852508545,9.55831440066,inside_domain
Morgan,5,0,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Aniline,293.15,1,1,6.89,8.93126106262,7.45516883493,outside_associated_liquid
Morgan,5,0,IBSQPLPBRSHTTG-UHFFFAOYSA-N,o-Chlorotoluene,293.15,0,0,4.45,7.17017269135,4.30209983232,inside_domain
Physical,5,0,AMQJEAYHLZJPGS-UHFFFAOYSA-N,pentan-1-ol,298.15,1,1,15.736,10.6215238571,5.16365543529,outside_associated_liquid
Physical,5,0,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,298.15,0,0,7.021,9.60116481781,7.29190026496,inside_domain
Physical,5,0,BDERNNFJNOPAEC-UHFFFAOYSA-N,propan-1-ol,298.15,1,1,21.3,15.6399564743,10.28867817,outside_associated_liquid
Physical,5,0,BKIMMITUMNQMOS-UHFFFAOYSA-N,nonane,298.15,0,0,1.98,2.50982809067,1.10532080108,inside_domain
Physical,5,0,BTNXBLUGMAMSSH-UHFFFAOYSA-N,octanedinitrile,298.15,0,0,25.94,15.943564415,22.1540981947,inside_domain
Physical,5,0,KLTUZFZUYLXTFF-UHFFFAOYSA-N,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,298.15,1,1,23.3,29.1178283691,82.1073071673,outside_associated_liquid
Physical,5,0,LLEVMYXEJUDBTA-UHFFFAOYSA-N,heptanedinitrile,298.15,0,0,29.71,16.8563613892,22.0308625381,inside_domain
Physical,5,0,LSBXQLQATZTAPE-UHFFFAOYSA-N,1-butyl-3-methylimidazolium tetrafluoroborate,298.15,0,0,13.9,18.7153491974,142.089757341,inside_domain
Physical,5,0,MCTWTZJPVLRJOU-UHFFFAOYSA-N,1-methylimidazole,298,0,0,39.78,29.1573143005,38.1478273189,inside_domain
Physical,5,0,MWKFXSUHUHTGQN-UHFFFAOYSA-N,decan-1-ol,298.15,1,1,7.74,10.3225460052,3.3156322585,outside_associated_liquid
Physical,5,0,QTBSBXVTEAMEQO-UHFFFAOYSA-N,acetic acid,293.15,1,1,6.15,29.3791751862,12.6069173441,outside_associated_liquid
Physical,5,0,SHQSVMDWKBRBGB-UHFFFAOYSA-N,cyclobutanone,298.15,0,0,14.96,31.9026088715,24.058855292,inside_domain
Physical,5,0,TVMXDCGIABBOFY-UHFFFAOYSA-N,octane,298.15,0,0,1.961,2.64127516747,1.1076211483,inside_domain
Physical,5,0,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,297.575,0,1,78.87,59.1877632141,40.4474006258,outside_associated_liquid
Physical,5,0,XQQZRZQVBFHBHL-UHFFFAOYSA-N,"1,4,7,10-tetraoxacyclododecane",299.4,0,0,10.76,11.3394231796,11.613237056,inside_domain
Physical,5,0,YEYKMVJDLWJFOA-UHFFFAOYSA-N,2-propoxyethanol,298.15,1,1,11.5,21.4256381989,11.5122504605,outside_associated_liquid
Physical,5,0,YFMFNYKEUDLDTL-UHFFFAOYSA-N,"1,1,1,2,3,3,3-heptafluoropropane",302.85,0,0,4.1348,1.99792230129,7.17247104625,inside_domain
Physical,5,0,ZBCBWPMODOFKDW-UHFFFAOYSA-N,diethanolamine,303.15,3,3,24.69,25.7741165161,10.034846241,outside_associated_liquid
Physical,5,0,HXDLWJWIAHWIKI-UHFFFAOYSA-N,beta-Hydroxyethyl acetate (Glycol monoacetate),303.15,1,1,13,25.257352829,9.74097362491,outside_associated_liquid
Physical,5,0,IYXGSMUGOJNHAZ-UHFFFAOYSA-N,Diethyl malonate,298.15,0,0,8.03,11.0546808243,9.74006290335,inside_domain
Physical,5,0,XEKOWRVHYACXOJ-UHFFFAOYSA-N,Ethyl acetate,298.15,0,0,6.02,7.48676347733,9.7831231174,inside_domain
Physical,5,0,DIQMPQMYFZXDAX-UHFFFAOYSA-N,Amyl formate,298.15,0,0,6.49,9.77090835571,8.4969957051,inside_domain
Physical,5,0,CSCPPACGZOOCGX-UHFFFAOYSA-N,Acetone,298.15,0,0,20.7,29.548538208,29.9937881156,inside_domain
Physical,5,0,NTIZESTWPVYFNL-UHFFFAOYSA-N,4-Methyl-2-pentanone,293.15,0,0,13.11,10.2478523254,14.6513704727,inside_domain
Physical,5,0,JFDZBHWFFUWGJE-UHFFFAOYSA-N,Benzonitrile,298.15,0,0,25.2,18.7413768768,29.6694423151,inside_domain
Physical,5,0,NVJBFARDFTXOTO-UHFFFAOYSA-N,Ethyl sulfite,293.15,0,0,15.9,14.5297670364,15.9704051889,inside_domain
Physical,5,0,DHKHKXVYLBGOIT-UHFFFAOYSA-N,"1,1-Diethoxyethane",298.15,0,0,3.8,5.40584659576,6.97488629158,inside_domain
Physical,5,0,MSXVEPNJUHWQHW-UHFFFAOYSA-N,2-Methyl-2-butanol,298.15,1,1,5.82,10.1027383804,5.55405564062,outside_associated_liquid
Physical,5,0,QGJOPFRUJISHPQ-UHFFFAOYSA-N,Carbon disulfide,293.15,0,0,2.641,21.9111862183,1.14604082971,inside_domain
Physical,5,0,NEZRFXZYPAIZAD-UHFFFAOYSA-N,Ethylcyclobutane,293.15,0,0,1.965,2.44735622406,1.12524438408,inside_domain
Physical,5,0,ZQDPJFUHLCOCRG-WAYWQWQTSA-N,cis-3-Hexene,298.15,0,0,2.062,1.30981743336,1.19258064684,inside_domain
Physical,5,0,UQEAIHBTYFGYIE-UHFFFAOYSA-N,Hexamethyldisiloxane,293.15,0,0,2.17,2.2216835022,1.21737241547,inside_domain
Physical,5,0,KFUSEUYYWQURPO-UPHRSURJSA-N,"cis-1,2-Dichloroethylene",298.15,0,0,9.2,6.33920526505,9.01512393578,inside_domain
Physical,5,0,PIICEJLVQHRZGT-UHFFFAOYSA-N,"1,2-Ethanediamine",293.15,2,2,14.2,40.6185760498,1.53256228944,outside_associated_liquid
Physical,5,0,QBELEDRHMPMKHP-UHFFFAOYSA-N,1-Bromo-2-chlorobenzene,293.15,0,0,6.8,8.0622253418,24.1815742763,inside_domain
Physical,5,0,RFFLAFLAYFXFSW-UHFFFAOYSA-N,o-Dichlorobenzene,298.15,0,0,9.93,3.61283040047,10.2507478883,inside_domain
Physical,5,0,ZPQOPVIELGIULI-UHFFFAOYSA-N,m-Dichlorobenzene,298.15,0,0,5.04,3.13156175613,4.80631156245,inside_domain
Physical,5,0,YLQBMQCUIZJEEH-UHFFFAOYSA-N,Furan,298.15,0,0,2.95,19.5907974243,1.38878820797,inside_domain
Physical,5,0,PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fluorobenzene,298.15,0,0,5.42,3.50726556778,9.55831440066,inside_domain
Physical,5,0,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Aniline,293.15,1,1,6.89,14.619726181,7.45516883493,outside_associated_liquid
Physical,5,0,IBSQPLPBRSHTTG-UHFFFAOYSA-N,o-Chlorotoluene,293.15,0,0,4.45,6.47720241547,4.30209983232,inside_domain
Morgan+Physical,5,0,AMQJEAYHLZJPGS-UHFFFAOYSA-N,pentan-1-ol,298.15,1,1,15.736,13.6018676758,5.16365543529,outside_associated_liquid
Morgan+Physical,5,0,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,298.15,0,0,7.021,11.8942546844,7.29190026496,inside_domain
Morgan+Physical,5,0,BDERNNFJNOPAEC-UHFFFAOYSA-N,propan-1-ol,298.15,1,1,21.3,16.1110839844,10.28867817,outside_associated_liquid
Morgan+Physical,5,0,BKIMMITUMNQMOS-UHFFFAOYSA-N,nonane,298.15,0,0,1.98,3.82600235939,1.10532080108,inside_domain
Morgan+Physical,5,0,BTNXBLUGMAMSSH-UHFFFAOYSA-N,octanedinitrile,298.15,0,0,25.94,21.2436027527,22.1540981947,inside_domain
Morgan+Physical,5,0,KLTUZFZUYLXTFF-UHFFFAOYSA-N,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,298.15,1,1,23.3,24.7506141663,82.1073071673,outside_associated_liquid
Morgan+Physical,5,0,LLEVMYXEJUDBTA-UHFFFAOYSA-N,heptanedinitrile,298.15,0,0,29.71,21.7000007629,22.0308625381,inside_domain
Morgan+Physical,5,0,LSBXQLQATZTAPE-UHFFFAOYSA-N,1-butyl-3-methylimidazolium tetrafluoroborate,298.15,0,0,13.9,12.6800050735,142.089757341,inside_domain
Morgan+Physical,5,0,MCTWTZJPVLRJOU-UHFFFAOYSA-N,1-methylimidazole,298,0,0,39.78,18.953250885,38.1478273189,inside_domain
Morgan+Physical,5,0,MWKFXSUHUHTGQN-UHFFFAOYSA-N,decan-1-ol,298.15,1,1,7.74,12.9610280991,3.3156322585,outside_associated_liquid
Morgan+Physical,5,0,QTBSBXVTEAMEQO-UHFFFAOYSA-N,acetic acid,293.15,1,1,6.15,26.6540336609,12.6069173441,outside_associated_liquid
Morgan+Physical,5,0,SHQSVMDWKBRBGB-UHFFFAOYSA-N,cyclobutanone,298.15,0,0,14.96,25.2214584351,24.058855292,inside_domain
Morgan+Physical,5,0,TVMXDCGIABBOFY-UHFFFAOYSA-N,octane,298.15,0,0,1.961,3.891726017,1.1076211483,inside_domain
Morgan+Physical,5,0,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,297.575,0,1,78.87,36.4708557129,40.4474006258,outside_associated_liquid
Morgan+Physical,5,0,XQQZRZQVBFHBHL-UHFFFAOYSA-N,"1,4,7,10-tetraoxacyclododecane",299.4,0,0,10.76,10.2198562622,11.613237056,inside_domain
Morgan+Physical,5,0,YEYKMVJDLWJFOA-UHFFFAOYSA-N,2-propoxyethanol,298.15,1,1,11.5,18.5581855774,11.5122504605,outside_associated_liquid
Morgan+Physical,5,0,YFMFNYKEUDLDTL-UHFFFAOYSA-N,"1,1,1,2,3,3,3-heptafluoropropane",302.85,0,0,4.1348,5.55801534653,7.17247104625,inside_domain
Morgan+Physical,5,0,ZBCBWPMODOFKDW-UHFFFAOYSA-N,diethanolamine,303.15,3,3,24.69,25.9844741821,10.034846241,outside_associated_liquid
Morgan+Physical,5,0,HXDLWJWIAHWIKI-UHFFFAOYSA-N,beta-Hydroxyethyl acetate (Glycol monoacetate),303.15,1,1,13,28.8851699829,9.74097362491,outside_associated_liquid
Morgan+Physical,5,0,IYXGSMUGOJNHAZ-UHFFFAOYSA-N,Diethyl malonate,298.15,0,0,8.03,13.1139211655,9.74006290335,inside_domain
Morgan+Physical,5,0,XEKOWRVHYACXOJ-UHFFFAOYSA-N,Ethyl acetate,298.15,0,0,6.02,8.98087978363,9.7831231174,inside_domain
Morgan+Physical,5,0,DIQMPQMYFZXDAX-UHFFFAOYSA-N,Amyl formate,298.15,0,0,6.49,9.97747325897,8.4969957051,inside_domain
Morgan+Physical,5,0,CSCPPACGZOOCGX-UHFFFAOYSA-N,Acetone,298.15,0,0,20.7,24.2170028687,29.9937881156,inside_domain
Morgan+Physical,5,0,NTIZESTWPVYFNL-UHFFFAOYSA-N,4-Methyl-2-pentanone,293.15,0,0,13.11,14.075304985,14.6513704727,inside_domain
Morgan+Physical,5,0,JFDZBHWFFUWGJE-UHFFFAOYSA-N,Benzonitrile,298.15,0,0,25.2,22.0382347107,29.6694423151,inside_domain
Morgan+Physical,5,0,NVJBFARDFTXOTO-UHFFFAOYSA-N,Ethyl sulfite,293.15,0,0,15.9,17.960351944,15.9704051889,inside_domain
Morgan+Physical,5,0,DHKHKXVYLBGOIT-UHFFFAOYSA-N,"1,1-Diethoxyethane",298.15,0,0,3.8,5.6178355217,6.97488629158,inside_domain
Morgan+Physical,5,0,MSXVEPNJUHWQHW-UHFFFAOYSA-N,2-Methyl-2-butanol,298.15,1,1,5.82,9.75035762787,5.55405564062,outside_associated_liquid
Morgan+Physical,5,0,QGJOPFRUJISHPQ-UHFFFAOYSA-N,Carbon disulfide,293.15,0,0,2.641,20.7641639709,1.14604082971,inside_domain
Morgan+Physical,5,0,NEZRFXZYPAIZAD-UHFFFAOYSA-N,Ethylcyclobutane,293.15,0,0,1.965,4.73063135147,1.12524438408,inside_domain
Morgan+Physical,5,0,ZQDPJFUHLCOCRG-WAYWQWQTSA-N,cis-3-Hexene,298.15,0,0,2.062,4.1286945343,1.19258064684,inside_domain
Morgan+Physical,5,0,UQEAIHBTYFGYIE-UHFFFAOYSA-N,Hexamethyldisiloxane,293.15,0,0,2.17,4.44583749771,1.21737241547,inside_domain
Morgan+Physical,5,0,KFUSEUYYWQURPO-UPHRSURJSA-N,"cis-1,2-Dichloroethylene",298.15,0,0,9.2,5.59626579285,9.01512393578,inside_domain
Morgan+Physical,5,0,PIICEJLVQHRZGT-UHFFFAOYSA-N,"1,2-Ethanediamine",293.15,2,2,14.2,25.1797103882,1.53256228944,outside_associated_liquid
Morgan+Physical,5,0,QBELEDRHMPMKHP-UHFFFAOYSA-N,1-Bromo-2-chlorobenzene,293.15,0,0,6.8,7.34347581863,24.1815742763,inside_domain
Morgan+Physical,5,0,RFFLAFLAYFXFSW-UHFFFAOYSA-N,o-Dichlorobenzene,298.15,0,0,9.93,3.48880267143,10.2507478883,inside_domain
Morgan+Physical,5,0,ZPQOPVIELGIULI-UHFFFAOYSA-N,m-Dichlorobenzene,298.15,0,0,5.04,3.24816846848,4.80631156245,inside_domain
Morgan+Physical,5,0,YLQBMQCUIZJEEH-UHFFFAOYSA-N,Furan,298.15,0,0,2.95,14.1776666641,1.38878820797,inside_domain
Morgan+Physical,5,0,PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fluorobenzene,298.15,0,0,5.42,5.9078950882,9.55831440066,inside_domain
Morgan+Physical,5,0,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Aniline,293.15,1,1,6.89,11.7754936218,7.45516883493,outside_associated_liquid
Morgan+Physical,5,0,IBSQPLPBRSHTTG-UHFFFAOYSA-N,o-Chlorotoluene,293.15,0,0,4.45,6.82368755341,4.30209983232,inside_domain
Morgan,5,1,CBTVGIZVANVGBH-UHFFFAOYSA-N,2-amino-2-methylpropan-1-ol,303.15,2,2,20.59,17.4554405212,3.826071455,outside_associated_liquid
Morgan,5,1,CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,298.15,0,0,12.92,15.1786279678,15.0978362101,inside_domain
Morgan,5,1,CRVGTESFCCXCTH-UHFFFAOYSA-N,N-methyldiethanolamine,300.65,2,2,22.12,21.2753219604,10.6262172267,outside_associated_liquid
Morgan,5,1,DNIAPMSPPWPWGF-UHFFFAOYSA-N,"1,2-propanediol",303.15,2,2,27.87,25.6520500183,15.9608369814,outside_associated_liquid
Morgan,5,1,DURPTKYDGMDSBL-UHFFFAOYSA-N,dibutyl ether,298.15,0,0,3.106,4.60807752609,2.81657790905,inside_domain
