inchikey,name,smiles,T_K,dielectric,formal_charge,heavy_atom_count,hbd,hba,tpsa_A2,molecular_volume_A3,molar_volume_m3_mol,dipole_D,polarizability_au,polarizability_A3,mu_sq_over_Vm,alpha_over_Vm,total_energy_hartree,homo_lumo_gap_ev,xtb_seconds,xtb_version,status,error,density_kg_m3,density_temperature_K,density_delta_T_K,density_source_doi,density_source_file,experimental_molar_volume_m3_mol,molar_volume_source,mu_sq_over_Vm_experimental
MQWCXKGKQLNYQG-UHFFFAOYSA-N,4-Methylcyclohexanol,CC1CCC(O)CC1,293.15,13.3,0,8,1,1,20.23,125.944,7.584525e-05,1.649,86.230837,12.778094,35851.962,0.10145854,-26.2008719914,11.6901,0.2493058,6.7.1pre,ok,,,,,,,,xtb_estimated,
QGJOPFRUJISHPQ-UHFFFAOYSA-N,Carbon disulfide,S=C=S,293.15,2.641,0,3,0,2,0,51.96,3.1291043e-05,0,48.831137,7.2360295,0,0.13926154,-8.53016417636,2.0263,0.1261502,6.7.1pre,ok,,,,,,,,xtb_estimated,
LCZUOKDVTBMCMX-UHFFFAOYSA-N,"2,5-Dimethylpyrazine",Cc1cnc(C)cn1,293.15,2.436,0,8,0,2,25.78,107.792,6.491386e-05,0,81.659439,12.100683,0,0.11225956,-22.7585396201,2.2557,0.1748815,6.7.1pre,ok,,,,,,,,xtb_estimated,
MVPPADPHJFYWMZ-UHFFFAOYSA-N,Chlorobenzene,Clc1ccccc1,298.15,5.621,0,7,0,0,0,98.352,5.9228959e-05,1.824,79.950364,11.847424,56171.442,0.12045941,-19.9315119293,4.2663,0.154871,6.7.1pre,ok,,1095.7,303.15,5,10.1016/j.fluid.2016.11.029,10.1016__j.fluid.2016.11.029-8aeaa1938fd2.xml,0.000102727936479,thermoml_experimental_density,32386.2827779
YWAKXRMUMFPDSH-UHFFFAOYSA-N,1-Pentene,C=CCCC,293.15,2.100,0,5,0,0,0,89.32,5.3789761e-05,0.382,62.732799,9.2960437,2712.8583,0.10407572,-15.7695719383,5.1988,0.1803172,6.7.1pre,ok,,,,,,,,xtb_estimated,
MHNNAWXXUZQSNM-UHFFFAOYSA-N,2-Methyl-1-butene,C=C(C)CC,293.15,2.197,0,5,0,0,0,89.136,5.3678954e-05,0.645,62.633957,9.2813968,7750.2442,0.10412624,-15.7754730402,5.088,0.1547984,6.7.1pre,ok,,,,,,,,xtb_estimated,
RGSFGYAAUTVSQA-UHFFFAOYSA-N,Cyclopentane,C1CCCC1,293.15,1.965,0,5,0,0,0,84.72,5.1019577e-05,0.001,58.324044,8.6427335,0.019600319,0.10201527,-15.8138800894,13.3629,0.1849565,6.7.1pre,ok,,,,,,,,xtb_estimated,
FOTXAJDDGPYIFU-UHFFFAOYSA-N,Ethylcyclopropane,CCC1CC1,293.15,1.933,0,5,0,0,0,87.36,5.2609422e-05,0.202,58.264147,8.6338576,775.60252,0.098830788,-15.7764629951,9.482,0.1608331,6.7.1pre,ok,,,,,,,,xtb_estimated,
OFBQJSOFQDEBGM-UHFFFAOYSA-N,n-Pentane,CCCCC,293.15,1.844,0,5,0,0,0,95.016,5.7219973e-05,0.046,63.503196,9.4102048,36.980095,0.099038107,-16.8249555055,13.6596,0.204012,6.7.1pre,ok,,,,,,,,xtb_estimated,
QWTDNUCVQCZILF-UHFFFAOYSA-N,2-Methylbutane,CCC(C)C,293.15,1.843,0,5,0,0,0,94.76,5.7065806e-05,0.034,63.446301,9.4017738,20.257315,0.099216693,-16.8301088385,13.4822,0.1488715,6.7.1pre,ok,,,,,,,,xtb_estimated,
UHOVQNZJYSORNB-UHFFFAOYSA-N,Benzene,c1ccccc1,293.15,2.284,0,6,0,0,0,83.232,5.0123482e-05,0,67.869834,10.057274,0,0.12083422,-15.8788433572,4.8259,0.1609813,6.7.1pre,ok,,873.67,298.1,4.95,10.1016/j.fluid.2006.04.016,10.1016__j.fluid.2006.04.016-14e2cd066e7b.xml,8.94090446049e-05,thermoml_experimental_density,0
HGCIXCUEYOPUTN-UHFFFAOYSA-N,Cyclohexene,C1=CCCCC1,298.15,2.220,0,6,0,0,0,94.696,5.7027264e-05,0.331,69.265997,10.264164,1921.2039,0.10839068,-17.9300591104,5.0399,0.2098862,6.7.1pre,ok,,,,,,,,xtb_estimated,
GDOPTJXRTPNYNR-UHFFFAOYSA-N,Methylcyclopentane,CC1CCCC1,293.15,1.985,0,6,0,0,0,101.16,6.0919976e-05,0.067,69.93858,10.363831,73.686831,0.10244989,-18.9807023869,13.0458,0.1963489,6.7.1pre,ok,,,,,,,,xtb_estimated,
NEZRFXZYPAIZAD-UHFFFAOYSA-N,Ethylcyclobutane,CCC1CCC1,293.15,1.965,0,6,0,0,0,102.76,6.1883518e-05,0.139,69.883952,10.355735,312.2156,0.10077594,-18.9493297339,11.9659,0.2507763,6.7.1pre,ok,,,,,,,,xtb_estimated,
ZQDPJFUHLCOCRG-WAYWQWQTSA-N,cis-3-Hexene,CC/C=C\CC,298.15,2.062,0,6,0,0,0,105.824,6.3728702e-05,0.283,74.39647,11.024422,1256.7179,0.10417695,-18.9367327077,5.0456,0.1879583,6.7.1pre,ok,,,,,,,,xtb_estimated,
ZQDPJFUHLCOCRG-AATRIKPKSA-N,trans-3-Hexene,CC/C=C/CC,298.15,2.000,0,6,0,0,0,105.584,6.3584171e-05,0,74.33485,11.015291,0,0.10432727,-18.9364091945,5.0702,0.1837428,6.7.1pre,ok,,,,,,,,xtb_estimated,
VLKZOEOYAKHREP-UHFFFAOYSA-N,n-Hexane,CCCCCC,293.15,1.890,0,6,0,0,0,111.968,6.7428706e-05,0.031,75.177771,11.140199,14.25209,0.099494487,-19.9883693047,13.5201,0.2111656,6.7.1pre,ok,,654.89,298.1,4.95,10.1016/j.fluid.2006.04.016,10.1016__j.fluid.2006.04.016-14e2cd066e7b.xml,0.000131591564996,thermoml_experimental_density,7.30289969598
RWNKSTSCBHKHTB-UHFFFAOYSA-N,"Hexachloro-1,3-butadiene",ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,298.15,2.55,0,10,0,0,0,157.032,9.4566881e-05,0.225,125.65394,18.619996,535.33541,0.11857453,-35.82415218,3.4964,0.4803217,6.7.1pre,ok,,,,,,,,xtb_estimated,
CYTYCFOTNPOANT-UHFFFAOYSA-N,Tetrachloroethylene,ClC(Cl)=C(Cl)Cl,298.15,2.30,0,6,0,0,0,99.816,6.01106e-05,0,78.003455,11.558922,0,0.1158023,-22.4527677955,3.6919,0.1984999,6.7.1pre,ok,,,,,,,,xtb_estimated,
UQEAIHBTYFGYIE-UHFFFAOYSA-N,Hexamethyldisiloxane,C[Si](C)(C)O[Si](C)(C)C,293.15,2.17,0,9,0,1,9.23,180.864,0.00010891885,0.404,133.84221,19.833373,1498.5102,0.10965904,-29.6151321883,6.4865,0.5394701,6.7.1pre,ok,,,,,,,,xtb_estimated,
GETTZEONDQJALK-UHFFFAOYSA-N,"alpha,alpha,alpha-Trifluorotoluene",FC(F)(F)c1ccccc1,303.15,9.18,0,10,0,0,0,114.928,6.9211259e-05,4.019,82.855037,12.277852,233377.65,0.10683082,-31.7294913388,4.5374,0.1887924,6.7.1pre,ok,,,,,,,,xtb_estimated,
KFUSEUYYWQURPO-UPHRSURJSA-N,"cis-1,2-Dichloroethylene",Cl/C=C\Cl,298.15,9.20,0,4,0,0,0,69.472,4.1837016e-05,1.881,52.468911,7.7750921,84570.108,0.11191692,-14.3661835642,4.1628,0.1571791,6.7.1pre,ok,,,,,,,,xtb_estimated,
KFUSEUYYWQURPO-OWOJBTEDSA-N,"trans-1,2-Dichloroethylene",Cl/C=C/Cl,298.15,2.14,0,4,0,0,0,70.016,4.2164621e-05,0,52.433802,7.7698895,0,0.11097306,-14.3678571134,4.1873,0.1504801,6.7.1pre,ok,,,,,,,,xtb_estimated,
PIICEJLVQHRZGT-UHFFFAOYSA-N,"1,2-Ethanediamine",NCCN,293.15,14.2,0,4,2,2,52.04,69.584,4.1904464e-05,0.495,46.572131,6.9012793,5847.229,0.099179111,-14.1702056044,10.4567,0.1577843,6.7.1pre,ok,,,,,,,,xtb_estimated,
QBELEDRHMPMKHP-UHFFFAOYSA-N,1-Bromo-2-chlorobenzene,Clc1ccccc1Br,293.15,6.80,0,8,0,0,0,117.888,7.0993813e-05,4.057,98.967741,14.665509,231840.61,0.12440205,-23.5076947967,3.8206,0.1918455,6.7.1pre,ok,,,,,,,,xtb_estimated,
JRGGUPZKKTVKOV-UHFFFAOYSA-N,1-Bromo-3-chlorobenzene,Clc1cccc(Br)c1,293.15,4.58,0,8,0,0,0,118.184,7.1172068e-05,3.02,98.870736,14.651135,128145.78,0.12396885,-23.5107544833,3.9251,0.224081,6.7.1pre,ok,,,,,,,,xtb_estimated,
WQONPSCCEXUXTQ-UHFFFAOYSA-N,o-Dibromobenzene,Brc1ccccc1Br,293.15,7.35,0,8,0,0,0,122.944,7.4038607e-05,5.028,105.60721,15.649378,341454.07,0.12728867,-23.0351553747,3.7006,0.2183698,6.7.1pre,ok,,,,,,,,xtb_estimated,
JSRLURSZEMLAFO-UHFFFAOYSA-N,m-Dibromobenzene,Brc1cccc(Br)c1,293.15,4.80,0,8,0,0,0,122.92,7.4024154e-05,3.252,105.4778,15.630201,142865.58,0.12715751,-23.0387709362,3.8269,0.2070797,6.7.1pre,ok,,1952,298,4.85,10.1021/acs.jced.5b00131,10.1021__acs.jced.5b00131-e6f34463c6a9.xml,0.000120853483607,thermoml_experimental_density,87506.8196994
RFFLAFLAYFXFSW-UHFFFAOYSA-N,o-Dichlorobenzene,Clc1ccccc1Cl,298.15,9.93,0,8,0,0,0,113.264,6.8209175e-05,2.565,92.336636,13.682881,96456.598,0.1208052,-23.9790733896,3.9751,0.2188476,6.7.1pre,ok,,,,,,,,xtb_estimated,
ZPQOPVIELGIULI-UHFFFAOYSA-N,m-Dichlorobenzene,Clc1cccc(Cl)c1,298.15,5.04,0,8,0,0,0,113.456,6.83248e-05,1.678,92.259841,13.671501,41210.278,0.12050047,-23.9819759303,4.0889,0.2205692,6.7.1pre,ok,,,,,,,,xtb_estimated,
SFPQFQUXAJOWNF-UHFFFAOYSA-N,m-Diiodobenzene,Ic1cccc(I)c1,298.15,4.25,0,8,0,0,0,142.224,8.5649295e-05,3.329,128.63986,19.062464,129390.92,0.13403127,-22.4920362565,3.8504,0.2227862,6.7.1pre,ok,,,,,,,,xtb_estimated,
ROSDSFDQCJNGOL-UHFFFAOYSA-N,Dimethylamine,CNC,298.15,5.26,0,3,1,1,12.03,57.304,3.4509275e-05,1.17,37.941671,5.6223768,39667.596,0.098114909,-10.7531805595,10.9655,0.1147948,6.7.1pre,ok,,,,,,,,xtb_estimated,
GETQZCLCWQTVFV-UHFFFAOYSA-N,Trimethylamine,CN(C)C,298.15,2.44,0,4,0,1,3.24,73.856,4.4477123e-05,0.931,49.843256,7.3860101,19487.794,0.10000555,-13.923372204,10.4191,0.1173354,6.7.1pre,ok,,,,,,,,xtb_estimated,
YLQBMQCUIZJEEH-UHFFFAOYSA-N,Furan,c1ccoc1,298.15,2.95,0,5,0,1,13.14,65.544,3.9471519e-05,0.389,49.985666,7.4071131,3833.6756,0.11300978,-14.6436767398,4.7089,0.1261734,6.7.1pre,ok,,931.835,298.15,0,10.1016/j.tca.2015.08.013,10.1016__j.tca.2015.08.013-070762efffd3.xml,7.30547790113e-05,thermoml_experimental_density,2071.33608571
WQAQPCDUOCURKW-UHFFFAOYSA-N,1-Butanethiol,CCCCS,298.15,4.95,0,5,1,1,0,96.832,5.8313593e-05,2.624,71.222503,10.554088,118074.97,0.10899381,-16.9060310283,4.5971,0.1667327,6.7.1pre,ok,,,,,,,,xtb_estimated,
LJSQFQKUNVCTIA-UHFFFAOYSA-N,Ethyl sulfide,CCSCC,298.15,5.72,0,5,0,1,0,97.464,5.8694193e-05,2.406,71.380439,10.577492,98627.066,0.10852717,-16.8999853182,4.2814,0.1599998,6.7.1pre,ok,,,,,,,,xtb_estimated,
JUJWROOIHBZHMG-UHFFFAOYSA-N,Pyridine,c1ccncc1,298.15,12.3,0,6,0,1,12.89,78.864,4.7493011e-05,2.1,63.284845,9.3778485,92855.768,0.11891165,-16.1483164588,3.1318,0.1436665,6.7.1pre,ok,,,,,,,,xtb_estimated,
OEPRBXUJOQLYID-UHFFFAOYSA-N,1-Fluoropentane,CCCCCF,293.15,4.24,0,6,0,0,0,100.616,6.0592371e-05,2.307,64.02479,9.4874971,87836.948,0.094294119,-21.0504877393,13.2038,0.2646557,6.7.1pre,ok,,,,,,,,xtb_estimated,
HLLCNVLEVVFTJB-UHFFFAOYSA-N,2-Fluoro-2-methylbutane,CCC(C)(C)F,293.15,5.89,0,6,0,0,0,100.448,6.04912e-05,2.338,63.690731,9.4379946,90364.285,0.09395901,-21.0589589788,12.6242,0.2101977,6.7.1pre,ok,,,,,,,,xtb_estimated,
ZRKMQKLGEQPLNS-UHFFFAOYSA-N,1-Pentanethiol,CCCCCS,298.15,4.55,0,6,1,1,0,113.408,6.8295894e-05,2.423,82.909842,12.285974,85963.133,0.10833428,-20.067380473,4.5974,0.2533361,6.7.1pre,ok,,,,,,,,xtb_estimated,
QARVLSVVCXYDNA-UHFFFAOYSA-N,Bromobenzene,Brc1ccccc1,298.15,5.40,0,7,0,0,0,103.16,6.2124404e-05,3.565,86.55206,12.825695,204577.01,0.12432818,-19.460245289,4.0631,0.2082421,6.7.1pre,ok,,1491,298,0.15,10.1021/acs.jced.5b00131,10.1021__acs.jced.5b00131-e6f34463c6a9.xml,0.000105305164319,thermoml_experimental_density,120689.475033
PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fluorobenzene,Fc1ccccc1,298.15,5.42,0,7,0,0,0,88.4,5.3235724e-05,2.188,68.13846,10.09708,89927.282,0.11422036,-20.1092522039,4.5537,0.1784185,6.7.1pre,ok,,,,,,,,xtb_estimated,
SNHMUERNLJLMHN-UHFFFAOYSA-N,Iodobenzene,Ic1ccccc1,293.15,4.63,0,7,0,0,0,112.936,6.8011649e-05,3.682,98.230287,14.55623,199335.32,0.12888919,-19.1865670971,4.0849,0.2016715,6.7.1pre,ok,,,,,,,,xtb_estimated,
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Aniline,Nc1ccccc1,293.15,6.89,0,7,1,1,26.02,94.336,5.6810467e-05,1.952,76.869839,11.390937,67070.457,0.12074857,-19.314851618,3.9104,0.1747847,6.7.1pre,ok,,1021.79,293.15,0,10.1016/j.jct.2017.11.011,10.1016__j.jct.2017.11.011-de6c184c00b4.xml,9.11429941573e-05,thermoml_experimental_density,41805.7804138
ZMANZCXQSJIPKH-UHFFFAOYSA-N,Triethylamine,CCN(CC)CC,298.15,2.42,0,7,0,1,3.24,123.832,7.4573373e-05,0.699,84.732828,12.556112,6551.9498,0.10139635,-23.4133107742,9.4606,0.2676065,6.7.1pre,ok,,,,,,,,xtb_estimated,
IBSQPLPBRSHTTG-UHFFFAOYSA-N,o-Chlorotoluene,Cc1ccccc1Cl,293.15,4.45,0,8,0,0,0,114.52,6.8965556e-05,1.564,91.469405,13.55437,35468.372,0.11835811,-23.1019051233,4.2303,0.1788584,6.7.1pre,ok,,,,,,,,xtb_estimated,
OSOUNOBYRMOXQQ-UHFFFAOYSA-N,m-Chlorotoluene,Cc1cccc(Cl)c1,293.15,5.55,0,8,0,0,0,114.968,6.9235348e-05,2.272,91.460419,13.553039,74557.06,0.11788531,-23.1024120231,4.2647,0.2029313,6.7.1pre,ok,,,,,,,,xtb_estimated,
NPDACUSDTOMAMK-UHFFFAOYSA-N,p-Chlorotoluene,Cc1ccc(Cl)cc1,293.15,6.08,0,8,0,0,0,114.848,6.9163082e-05,2.505,91.458784,13.552796,90727.955,0.11800638,-23.1021490546,4.1355,0.1910537,6.7.1pre,ok,,,,,,,,xtb_estimated,
MMZYCBHLNZVROM-UHFFFAOYSA-N,o-Fluorotoluene,Cc1ccccc1F,303.15,4.22,0,8,0,0,0,105.008,6.3237296e-05,1.882,79.668749,11.805693,56010.049,0.11242661,-23.2790306906,4.4713,0.163359,6.7.1pre,ok,,,,,,,,xtb_estimated,
BTQZKHUEUDPRST-UHFFFAOYSA-N,m-Fluorotoluene,Cc1cccc(F)c1,303.15,5.42,0,8,0,0,0,104.968,6.3213207e-05,2.577,79.651572,11.803148,105056.04,0.1124452,-23.2800616937,4.4994,0.1938714,6.7.1pre,ok,,,,,,,,xtb_estimated,
WRWPPGUCZBJXKX-UHFFFAOYSA-N,p-Fluorotoluene,Cc1ccc(F)cc1,303.15,5.86,0,8,0,0,0,104.92,6.3184301e-05,2.805,79.650649,11.803011,124525,0.11249534,-23.2797145007,4.3384,0.1900893,6.7.1pre,ok,,,,,,,,xtb_estimated,
QQONPFPTGQHPMA-UHFFFAOYSA-N,Propene,C=CC,293.15,1.875,0,3,0,0,0,56.048,3.3752895e-05,0.455,39.365162,5.8333164,6133.548,0.10407716,-9.4415176606,5.2446,0.1077094,6.7.1pre,ok,,,,,,,,xtb_estimated,
PMJHHCWVYXUKFD-SNAWJCMRSA-N,"1,3-Pentadiene",C=C/C=C/C,298.15,2.32,0,5,0,0,0,83.736,5.0426998e-05,0.707,61.944872,9.1792849,9912.3291,0.10962173,-14.7232606152,3.5825,0.1622939,6.7.1pre,ok,,,,,,,,xtb_estimated,
RRHGJUQNOFWUDK-UHFFFAOYSA-N,"2-Methyl-1,3-butadiene (Isoprene)",C=CC(=C)C,298.15,2.10,0,5,0,0,0,83.528,5.0301737e-05,0.395,61.914977,9.174855,3101.7815,0.10984167,-14.7212781033,3.642,0.1642819,6.7.1pre,ok,,,,,,,,xtb_estimated,
APPOKADJQUIAHP-UHFFFAOYSA-N,"2,4-Hexadiene",CC=CC=CC,298.15,2.22,0,6,0,0,0,99.968,6.0202137e-05,0.422,73.578739,10.903247,2958.101,0.10906737,-17.8917081144,3.5044,0.1458728,6.7.1pre,ok,,,,,,,,xtb_estimated,
RCJMVGJKROQDCB-UHFFFAOYSA-N,"2-Methyl-1,3-pentadiene",C=C(C)C=CC,298.15,2.42,0,6,0,0,0,99.896,6.0158777e-05,0.891,73.548899,10.898825,13196.428,0.10910171,-17.8856179775,3.5302,0.2057375,6.7.1pre,ok,,,,,,,,xtb_estimated,
BOGRNZQRTNVZCZ-AATRIKPKSA-N,"3-Methyl-1,3-pentadiene",C=C/C(C)=C/C,298.15,2.43,0,6,0,0,0,99.576,5.9966069e-05,0.665,73.541605,10.897744,7374.5871,0.10944147,-17.8888699173,3.562,0.1618878,6.7.1pre,ok,,,,,,,,xtb_estimated,
