queue_id,candidate_name,book_doi,chapter_doi,chapter_title,source_title,source_access,manual_value_status,required_fields_missing,decision_status
lb2015:0151,dimethyl carbonate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_39,Static dielectric constant of dimethyl carbonate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0152,"6,6,8,8-tetramethyl-7-oxa-2-aza-6,8-disilanonanoic acid methyl ester",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_4,"Static dielectric constant of 6,6,8,8-tetramethyl-7-oxa-2-aza-6,8-disilanonanoic acid methyl ester",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0153,"N,N-dimethylformamide",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_40,"Static dielectric constant of N,N-dimethylformamide",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0154,N-methylacetamide,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_41,Static dielectric constant of N-methylacetamide,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0155,propan-1-ol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_42,Static dielectric constant of propan-1-ol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0156,propan-2-ol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_43,Static dielectric constant of propan-2-ol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0157,2-methoxyethanol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_44,Static dielectric constant of 2-methoxyethanol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0158,"propane-1,2-diol",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_45,"Static dielectric constant of propane-1,2-diol",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0159,"propane-1,2,3-triol",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_46,"Static dielectric constant of propane-1,2,3-triol",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0160,"propane-1,2-diamine",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_47,"Static dielectric constant of propane-1,2-diamine",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0161,butanedinitrile,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_48,Static dielectric constant of butanedinitrile,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0162,"1,1,1,3,3-pentafluorobutane",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_49,"Static dielectric constant of 1,1,1,3,3-pentafluorobutane",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0163,"3-(3-(dimethyl((trimethylsilyl)oxy)silyl)propyl)-1,3-oxazolidin-2-one",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_5,"Static dielectric constant of 3-(3-(dimethyl((trimethylsilyl)oxy)silyl)propyl)-1,3-oxazolidin-2-one",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0164,"N,N-dimethyl-1,1,2,2,2-pentafluoro-ethanesulfonamide",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_50,"Static dielectric constant of N,N-dimethyl-1,1,2,2,2-pentafluoro-ethanesulfonamide",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0165,cyclobutanone,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_51,Static dielectric constant of cyclobutanone,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0166,γ-butyrolactone,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_52,Static dielectric constant of γ-butyrolactone,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0167,methyl acrylate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_53,Static dielectric constant of methyl acrylate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0168,butanenitrile,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_54,Static dielectric constant of butanenitrile,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0169,pyrrolidin-2-one,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_55,Static dielectric constant of pyrrolidin-2-one,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0170,"N-ethyl-N-methyl-1,1,1-trifluoro-methanesulfonamide",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_56,"Static dielectric constant of N-ethyl-N-methyl-1,1,1-trifluoro-methanesulfonamide",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0171,butan-2-one,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_57,Static dielectric constant of butan-2-one,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0172,tetrahydrofuran,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_58,Static dielectric constant of tetrahydrofuran,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0173,butanoic acid,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_59,Static dielectric constant of butanoic acid,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0174,"2,6,6,8,8-pentamethyl-7-oxa-2-aza-6,8-disilanonanoic acid methyl ester",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_6,"Static dielectric constant of 2,6,6,8,8-pentamethyl-7-oxa-2-aza-6,8-disilanonanoic acid methyl ester",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0175,"1,4-dioxane",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_60,"Static dielectric constant of 1,4-dioxane",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0176,ethyl acetate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_61,Static dielectric constant of ethyl acetate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0177,methyl propanoate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_62,Static dielectric constant of methyl propanoate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0178,"tetrahydrothiophene-1,1-dioxide",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_63,"Static dielectric constant of tetrahydrothiophene-1,1-dioxide",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0179,"N,N-dimethylacetamide",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_64,"Static dielectric constant of N,N-dimethylacetamide",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0180,morpholine,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_65,Static dielectric constant of morpholine,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0181,butan-1-ol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_66,Static dielectric constant of butan-1-ol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0182,butan-2-ol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_67,Static dielectric constant of butan-2-ol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0183,2-methylpropan-1-ol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_68,Static dielectric constant of 2-methylpropan-1-ol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0184,2-methylpropan-2-ol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_69,Static dielectric constant of 2-methylpropan-2-ol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0185,"6,6,8,8-tetramethyl-7-oxa-2-aza-6,8-disilanonanoic acid ethyl ester",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_7,"Static dielectric constant of 6,6,8,8-tetramethyl-7-oxa-2-aza-6,8-disilanonanoic acid ethyl ester",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0186,diethylsulfoxide,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_70,Static dielectric constant of diethylsulfoxide,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0187,"butane-1,2-diol",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_71,"Static dielectric constant of butane-1,2-diol",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0188,"butane-1,3-diol",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_72,"Static dielectric constant of butane-1,3-diol",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0189,"butane-1,4-diol",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_73,"Static dielectric constant of butane-1,4-diol",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0190,"butane-2,3-diol",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_74,"Static dielectric constant of butane-2,3-diol",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0191,"1,2-dimethoxyethane",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_75,"Static dielectric constant of 1,2-dimethoxyethane",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0192,2-ethoxyethanol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_76,Static dielectric constant of 2-ethoxyethanol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0193,2-(2-hydroxyethoxy)-ethanol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_77,Static dielectric constant of 2-(2-hydroxyethoxy)-ethanol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0194,butylamine,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_78,Static dielectric constant of butylamine,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0195,diethylamine,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_79,Static dielectric constant of diethylamine,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0196,tetrachloromethane,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_8,Static dielectric constant of tetrachloromethane,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0197,2-amino-2-methylpropan-1-ol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_80,Static dielectric constant of 2-amino-2-methylpropan-1-ol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0198,"N,N-dimethylethanolamine",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_81,"Static dielectric constant of N,N-dimethylethanolamine",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0199,diethanolamine,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_82,Static dielectric constant of diethanolamine,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0200,furfural,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_83,Static dielectric constant of furfural,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0201,pentanedinitrile,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_84,Static dielectric constant of pentanedinitrile,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0202,furfuryl alcohol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_85,Static dielectric constant of furfuryl alcohol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0203,"N-ethyl-N-methyl-1,1,2,2,2-pentafluoro-ethanesulfonamide",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_86,"Static dielectric constant of N-ethyl-N-methyl-1,1,2,2,2-pentafluoro-ethanesulfonamide",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0204,cyclopentanone,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_87,Static dielectric constant of cyclopentanone,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0205,ethyl acrylate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_88,Static dielectric constant of ethyl acrylate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0206,methyl methacrylate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_89,Static dielectric constant of methyl methacrylate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0207,dichloromethane,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_9,Static dielectric constant of dichloromethane,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0208,γ-valerolactone,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_90,Static dielectric constant of γ-valerolactone,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0209,levulinic acid,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_91,Static dielectric constant of levulinic acid,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0210,"N,N-diethyl-1,1,1-trifluoro-methanesulfonamide",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_92,"Static dielectric constant of N,N-diethyl-1,1,1-trifluoro-methanesulfonamide",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0211,pentan-2-one,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_93,Static dielectric constant of pentan-2-one,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0212,ethyl propanoate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_94,Static dielectric constant of ethyl propanoate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0213,diethyl carbonate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_95,Static dielectric constant of diethyl carbonate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0214,2-methylbutan-2-ol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_96,Static dielectric constant of 2-methylbutan-2-ol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0215,3-methylbutan-1-ol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_97,Static dielectric constant of 3-methylbutan-1-ol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0216,pentan-1-ol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_98,Static dielectric constant of pentan-1-ol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0217,pentan-2-ol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_99,Static dielectric constant of pentan-2-ol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
