inchikey,smiles,name,T_K,dielectric,uncertainty,uncertainty_value,uncertainty_kind,confidence_level,uncertainty_json,source_doi,source_dois_all,n_observations,n_historical_observations,source_scope,crosscheck_available,gate_flags,source_record_id,source_page,source_quality,selection_rank,structure_resolution_source,al_round1_hit,max_tanimoto_solvfunc,dataset_origin,temperature_band,evidence_level,temperature_source,model_ready,conflict_status,source_url,source_citation,source_table,redistribution_status,source_license,license_url,redistribution_conditions,notes
YFMFNYKEUDLDTL-UHFFFAOYSA-N,FC(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,3,3-heptafluoropropane",302.85,4.1348,0.011,0.011,combined,95,"[{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.011""}]",10.1021/je700343t,10.1021/je700343t,29,0,p1_thermoml_zero_frequency_pure_293.15_303.15K,false,zero_frequency|pure_component|experimental,,,,,,,,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
YFNKIDBQEZZDLK-UHFFFAOYSA-N,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",298.15,7.604,0.151,0.151,combined,95,"[{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.15""},{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.152""}]",10.1016/j.jct.2008.02.015;10.1016/j.jct.2010.09.008,10.1016/j.jct.2008.02.015;10.1016/j.jct.2010.09.008;10.1002/adfm.202212342,2,0,p1_thermoml_zero_frequency_pure_293.15_303.15K,false,zero_frequency|pure_component|experimental,,,,,,,,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,"Critical-compilation record: the stored value 7.604 is the arithmetic mean of two pure-component zero-frequency ThermoML observations that agree within their uncertainties, 7.578 +/- 0.152 at 298.15 K (DOI 10.1016/j.jct.2008.02.015, dataset 1) and 7.63 +/- 0.15 at 298.15 K (DOI 10.1016/j.jct.2010.09.008, dataset 7). A third near-room value at 1 MHz (7.58 +/- 0.15, DOI 10.1016/j.jct.2004.08.003) was not combined because the dataset scope is zero-frequency permittivity. ECW-308 Table S3 entry 104 (PDF p.75 / S74, DOI 10.1002/adfm.202212342) lists 7.53 at 25 C from a secondary compilation citing Huang et al., Adv. Mater. 2019, 31, 1808393; the value is within the combined uncertainty of the stored mean. The secondary value was not averaged in. Source-tier check, 2026-09-24: the cited work (DOI 10.1002/adma.201808393) was checked through OpenAlex, Unpaywall, Europe PMC and PubMed and is a closed-access review rather than an original measurement, so the ECW-308 entry is a third-hand relay and is retained only as a consistency check."
YIWUKEYIRIRTPP-UHFFFAOYSA-N,CCCCC(CC)CO,2-ethyl-1-hexanol,298.2,7.353,0.022,0.022,combined,95,"[{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.022""}]",10.1016/j.jct.2011.07.021,10.1016/j.jct.2011.07.021;arXiv:1506.00262,1,3,p1_thermoml_zero_frequency_pure_293.15_303.15K;chodera_2015_historical_dielectric_crosscheck,true,zero_frequency|pure_component|experimental|historical_fallback_target,,,,,,,,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
YXFVVABEGXRONW-UHFFFAOYSA-N,Cc1ccccc1,toluene,297.385,2.40445,0.004,0.004,combined,95,"[{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.004""},{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.006""},{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.01""}]",10.1016/j.jct.2012.04.011;10.1021/je7006692,10.1016/j.jct.2012.04.011;10.1021/je7006692,8,0,p1_thermoml_zero_frequency_pure_293.15_303.15K,false,zero_frequency|pure_component|experimental,,,,,,,,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
ZBCBWPMODOFKDW-UHFFFAOYSA-N,OCCNCCO,diethanolamine,303.15,24.69,0.49,0.49,combined,95,"[{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.49""}]",10.1021/je600515j,10.1021/je600515j;arXiv:1506.00262,1,6,p1_thermoml_zero_frequency_pure_293.15_303.15K;chodera_2015_historical_dielectric_crosscheck,true,zero_frequency|pure_component|experimental|historical_fallback_target,,,,,,,,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
ZHNUHDYFZUAESO-UHFFFAOYSA-N,N=CO,formamide,303.15,106.14,0.325,0.325,combined,95,"[{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.01""},{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.64""}]",10.1016/j.fluid.2008.01.024;10.1016/j.fluid.2009.07.009,10.1016/j.fluid.2008.01.024;10.1016/j.fluid.2009.07.009;arXiv:1506.00262,2,1,p1_thermoml_zero_frequency_pure_293.15_303.15K;chodera_2015_historical_dielectric_crosscheck,true,zero_frequency|pure_component|experimental|historical_fallback_target,,,,,,,,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
ZIBGPFATKBEMQZ-UHFFFAOYSA-N,OCCOCCOCCO,triethylene glycol,298.15,23.07,0.04,0.04,combined,95,"[{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.04""}]",10.1016/j.jct.2007.09.004,10.1016/j.jct.2007.09.004;arXiv:1506.00262,3,3,p1_thermoml_zero_frequency_pure_293.15_303.15K;chodera_2015_historical_dielectric_crosscheck,true,zero_frequency|pure_component|experimental|historical_fallback_target,,,,,,,,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
ZMXDDKWLCZADIW-UHFFFAOYSA-N,CN(C)C=O,dimethylformamide,302.73,36.55,0.0345,0.0345,combined,95,"[{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.001""},{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.029""},{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.03""},{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.034""},{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.035""},{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.22""}]",10.1016/j.fluid.2008.01.024;10.1016/j.fluid.2009.07.009;10.1021/je9010773,10.1016/j.fluid.2008.01.024;10.1016/j.fluid.2009.07.009;10.1021/je9010773;arXiv:1506.00262,26,1,p1_thermoml_zero_frequency_pure_293.15_303.15K;chodera_2015_historical_dielectric_crosscheck,true,zero_frequency|pure_component|experimental|historical_fallback_target,,,,,,,,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
ZPTRYWVRCNOTAS-UHFFFAOYSA-M,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,298.15,16.5,1,1,combined,95,"[{""confidence_level"":""95"",""kind"":""combined"",""value"":""1""}]",10.1021/je101184s,10.1021/je101184s,1,0,p1_thermoml_zero_frequency_pure_293.15_303.15K,false,zero_frequency|pure_component|experimental,,,,,,,,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
ZSIAUFGUXNUGDI-UHFFFAOYSA-N,CCCCCCO,hexan-1-ol,298.15,14.26,0.03,0.03,combined,95,"[{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.03""},{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.62""}]",10.1021/acs.jced.8b00755;10.1021/je060248p,10.1021/acs.jced.8b00755;10.1021/je060248p,8,0,p1_thermoml_zero_frequency_pure_293.15_303.15K,false,zero_frequency|pure_component|experimental,,,,,,,,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
ZTOMUSMDRMJOTH-UHFFFAOYSA-N,N#CCCCC#N,pentanedinitrile,298.15,34.6,0.1,0.1,combined,95,"[{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.1""}]",10.1021/je300958c,10.1021/je300958c;10.1002/adfm.202212342;10.1149/2.088306jes,5,0,p1_thermoml_zero_frequency_pure_293.15_303.15K,false,zero_frequency|pure_component|experimental,,,,,,,,v0.2,room_temperature,primary,reported,true,primary_vs_duncan2013_reported_value_differs,,,,,,,,"Primary ThermoML observation confirmed at 298.15 K: eps=34.6 +/- 0.1, pure component, zero frequency, dataset 2, DOI 10.1021/je300958c. ECW-308 Table S3 lists this compound with a value of 37.00 at 25 C citing Duncan, Salem & Abu-Lebdeh, J. Electrochem. Soc. 2013, 160, A838 (DOI 10.1149/2.088306jes). That cited table was retrieved on 2026-09-24 from the NRC Publications Archive accepted manuscript (record 431ad01c-3fb7-4610-923b-99d08c6a4c16): Table I on p. A840 reports the compound as eps=37, not 37.00, so the two decimals in ECW-308 are unsupported precision rather than a second measurement. The paper records that dielectric constants were measured with a Brookhaven BI-870 meter, but Table I carries no per-row provenance, temperature, frequency or uncertainty, so the value cannot be promoted to a same-condition primary cross-check. It sits about 6.9% above the retained primary observation and is recorded as a source disagreement rather than an error. The values were not averaged."
ZUHZGEOKBKGPSW-UHFFFAOYSA-N,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",298.15,7.798,0.4655,0.4655,combined,95,"[{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.16""},{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.462""},{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.469""},{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.476""}]",10.1016/j.jct.2010.09.008;10.1016/j.tca.2012.10.024,10.1016/j.jct.2010.09.008;10.1016/j.tca.2012.10.024,4,0,p1_thermoml_zero_frequency_pure_293.15_303.15K,false,zero_frequency|pure_component|experimental,,,,,,,,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,"Critical-compilation record: the stored value 7.798 is the arithmetic mean of two pure-component zero-frequency ThermoML observations, 7.78 +/- 0.16 at 298.15 K (DOI 10.1016/j.jct.2010.09.008, dataset 9) and 7.816 +/- 0.469 at 298.15 K (DOI 10.1016/j.tca.2012.10.024, dataset 6). Both source DOIs are recorded in source_dois_all."
ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,CC(C)CO,2-methyl-1-propanol,298.15,17.96,0.06,0.06,combined,95,"[{""confidence_level"":""95"",""kind"":""combined"",""value"":""0.06""}]",10.1021/je3007666;10.1021/je800593p,10.1021/je3007666;10.1021/je800593p;arXiv:1506.00262,6,5,p1_thermoml_zero_frequency_pure_293.15_303.15K;chodera_2015_historical_dielectric_crosscheck,true,zero_frequency|pure_component|experimental|historical_fallback_target,,,,,,,,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
HXDLWJWIAHWIKI-UHFFFAOYSA-N,CC(=O)OCCO,beta-Hydroxyethyl acetate (Glycol monoacetate),303.15,13.0,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p20:025,20,three_figures,1,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
IYXGSMUGOJNHAZ-UHFFFAOYSA-N,CCOC(=O)CC(=O)OCC,Diethyl malonate,298.15,8.03,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p32:005,32,three_figures,2,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
SVONRAPFKPVNKG-UHFFFAOYSA-N,CCOCCOC(C)=O,"beta-Ethoxyethyl acetate (""Cellosolve"" acetate)",303.15,7.57,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p29:003,29,three_figures,3,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
KXKVLQRXCPHEJC-UHFFFAOYSA-N,COC(C)=O,Methyl acetate,298.15,6.68,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p18:009,18,three_figures,4,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O,Ethyl acetate,298.15,6.02,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p20:022,20,three_figures,5,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
DIQMPQMYFZXDAX-UHFFFAOYSA-N,CCCCCOC=O,Amyl formate,298.15,6.49,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p28:016,28,three_figures,6,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
DKPFZGUDAPQIHT-UHFFFAOYSA-N,CCCCOC(C)=O,Butyl acetate,293.15,5.01,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p28:017,28,three_figures,7,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
GJRQTCIYDGXPES-UHFFFAOYSA-N,CC(=O)OCC(C)C,Isobutyl acetate,293.15,5.29,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p28:018,28,three_figures,8,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
XNWFRZJHXBZDAG-UHFFFAOYSA-N,COCCO,2-Methoxyethanol,303.15,16.0,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p19:003,19,three_figures,9,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
SWXVUIWOUIDPGS-UHFFFAOYSA-N,CC(=O)CC(C)(C)O,4-Hydroxy-4-methyl-2-pentanone (Diacetone alcohol),298.15,18.2,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p29:002,29,three_figures,10,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
CSCPPACGZOOCGX-UHFFFAOYSA-N,CC(C)=O,Acetone,298.15,20.70,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p18:006,18,four_figures,11,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
RTZKZFJDLAIYFH-UHFFFAOYSA-N,CCOCC,Ethyl ether,293.15,4.335,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p22:002,22,four_figures,12,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
XNLICIUVMPYHGG-UHFFFAOYSA-N,CCCC(C)=O,2-Pentanone,293.15,15.45,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p23:020,23,four_figures,13,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
FDPIMTJIUBPUKL-UHFFFAOYSA-N,CCC(=O)CC,3-Pentanone,293.15,17.00,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p23:021,23,four_figures,14,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
NTIZESTWPVYFNL-UHFFFAOYSA-N,CC(=O)CC(C)C,4-Methyl-2-pentanone,293.15,13.11,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p28:015,28,four_figures,15,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
JFDZBHWFFUWGJE-UHFFFAOYSA-N,N#Cc1ccccc1,Benzonitrile,298.15,25.20,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p30:004,30,four_figures,16,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
DTQVDTLACAAQTR-UHFFFAOYSA-N,O=C(O)C(F)(F)F,Trifluoroacetic acid,293.15,39.5,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p14:009,14,three_figures,17,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
HEBKCHPVOIAQTA-NGQZWQHPSA-N,OC[C@@H](O)C(O)[C@@H](O)CO,Xylitol,293.15,40.0,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p25:004,25,three_figures,18,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
NVJBFARDFTXOTO-UHFFFAOYSA-N,CCOS(=O)OCC,Ethyl sulfite,293.15,15.9,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p22:007,22,three_figures,19,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
SQYNKIJPMDEDEG-UHFFFAOYSA-N,CC1OC(C)OC(C)O1,Paraldehyde,298.15,13.9,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p29:004,29,three_figures,20,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
WFCLYEAZTHWNEH-UHFFFAOYSA-N,CCSC#N,Ethyl thiocyanate,294.15,29.3,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p17:016,17,three_figures,21,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
YPFDHNVEDLHUCE-UHFFFAOYSA-N,OCCCO,"1,3-Propanediol",293.15,35.0,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p19:002,19,three_figures,22,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
FERIUCNNQQJTOY-UHFFFAOYSA-N,CCCC(=O)O,Butyric acid,293.15,2.97,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p20:020,20,three_figures,23,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
YNAVUWVOSKDBBP-UHFFFAOYSA-N,C1COCCN1,Morpholine,298.15,7.33,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p21:011,21,three_figures,24,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
WERYXYBDKMZEQL-UHFFFAOYSA-N,OCCCCO,"1,4-Butanediol",303.15,30.2,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p22:005,22,three_figures,25,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
SPEUIVXLLWOEMJ-UHFFFAOYSA-N,COC(C)OC,"1,1-Dimethoxyethane",293.15,3.49,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p22:006,22,three_figures,26,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
NQPDZGIKBAWPEJ-UHFFFAOYSA-N,CCCCC(=O)O,Valeric acid,293.15,2.66,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p23:023,23,three_figures,27,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
GWYFCOCPABKNJV-UHFFFAOYSA-N,CC(C)CC(=O)O,Isovaleric acid,293.15,2.64,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p23:024,23,three_figures,28,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
ISPYQTSUDJAMAB-UHFFFAOYSA-N,Oc1ccccc1Cl,o-Chlorophenol,298.15,6.31,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p26:004,26,three_figures,29,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
SVTBMSDMJJWYQN-UHFFFAOYSA-N,CC(O)CC(C)(C)O,"2-Methyl-2,4-pentanediol",303.15,24.4,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p29:011,29,three_figures,30,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
DHKHKXVYLBGOIT-UHFFFAOYSA-N,CCOC(C)OCC,"1,1-Diethoxyethane",298.15,3.80,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p29:012,29,three_figures,31,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
QJPJQTDYNZXKQF-UHFFFAOYSA-N,COc1ccc(Br)cc1,p-Bromoanisole,303.15,7.06,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p30:010,30,three_figures,32,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
WEVYAHXRMPXWCK-UHFFFAOYSA-N,CC#N,Acetonitrile,293.15,37.5,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p15:003,15,three_figures,33,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,"PubChem tier-1 cross-check, 2026-09-24 (probes/g1plus_pubchem_probe.py, CID 6342): the PubChem record cites two compilations and no Riddick value. The Merck Index (O'Neil ed., Royal Society of Chemistry 2013, p. 14, PEER REVIEWED) states 38.8 at 20 C, and DeVito (Nitriles, Kirk-Othmer Encyclopedia of Chemical Technology, 2007 posting) states 42.0 at 0 C, 38.8 at 20 C and 26.2 at 81.6 C. The retained 37.5 sits at 293.15 K, which is also 20 C, so the 38.8 disagrees with it by 3.5% at matched temperature. NBS Circular 514 is the stronger evidence class, so the value is unchanged and the two are not averaged; recorded as a cross-check only."
LCGLNKUTAGEVQW-UHFFFAOYSA-N,COC,Methyl ether,298.15,5.02,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p16:008,16,three_figures,34,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
FVSKHRXBFJPNKK-UHFFFAOYSA-N,CCC#N,Propionitrile,293.15,27.2,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p17:014,17,three_figures,35,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
NKKMVIVFRUYPLQ-NSCUHMNNSA-N,C/C=C/C#N,Crotononitrile (bp 108 C),293.15,36.1,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p19:014,19,three_figures,36,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
